"x","y","var_x","var_y","cov","n","labels","surface","idx","matching"
1814.036,387.506,233.116,898.13,126.691,249,1,0,1,0
1878.373,369.088,152.078,389.685,58.105,102,1,0,2,1
1887.929,234.957,87.256,228.273,56.287,70,1,2,1,1
1948.477,259.191,245.554,1010.377,286.762,199,1,0,5,0
2095.045,324.023,92.37,147.93,75.441,44,1,0,6,0
2297.852,390.27,168.934,293.269,80.812,115,1,2,3,2
2301.981,312.469,204.471,264.012,129.437,160,1,0,8,2
2331.279,409.87,161.072,1241.379,199.887,208,1,0,9,3
2377.372,454.155,107.204,493.835,51.918,129,1,3,5,3
2594.262,226.065,172.214,273.552,83.332,107,1,2,4,4
2595.977,391.159,201.396,309.188,109.691,132,1,0,11,4
2668.13,322.08,85.872,250.519,33.505,100,1,0,12,5
2671.439,369.439,56.572,219.822,26.876,57,1,2,5,5
2793.078,236.922,137.883,332.994,-40.787,64,1,0,14,0
2798.368,413.053,94.237,348.372,-53.234,57,1,0,15,0
2798.871,313.548,46.383,159.256,50.44,31,1,0,16,0
3036.562,305.425,197.577,326.588,136.26,153,1,0,19,6
3058.021,406.662,182.187,460.17,157.597,145,1,2,8,6
3489.889,263.222,74.044,229.778,8.711,36,1,0,23,0
3503.175,331.887,259.768,312.956,76.234,160,1,0,24,7
3521.224,324.812,139.818,160.988,55.352,85,1,2,13,7
3580.028,358.056,83.633,214.532,35.477,72,1,0,25,0
3650.191,480.191,62.723,171.376,9.115,47,1,1,17,0
3811.964,329.893,143.746,207.037,80.683,84,1,0,26,8
3832.393,335.107,69.843,174.825,37.939,56,1,2,25,8
4075.558,266.953,90.348,181.664,-47.164,43,1,0,27,0
4102.528,455.236,185.434,123.364,17.329,89,1,0,28,10
4171.415,382.854,32.899,104.378,2.637,41,1,3,14,10
4177.511,306.298,111.715,239.738,86.567,94,1,0,29,11
4198.07,372.803,72.381,219.389,24.814,71,1,2,39,11
4239.9,458.675,50.913,143.046,-26.649,40,1,0,30,0
4289.011,244.937,142.202,284.592,139.341,95,1,0,31,12
4319.145,369.345,62.053,144.675,9.523,55,1,1,18,12
4385.902,464.415,28.44,275.199,42.916,41,1,3,15,0
