"x","y","z","var_x","var_y","cov","n","labels","surface","idx","matching","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","segments"
1446.626,343.123,614.897,86.224,1309.897,127.905,171,1,0,8,1,0,0,0,0,0,1
1450.128,331.570367648232,373.929,74.354,619.277,110.075,125,1,2,4,1,0,0,0,0,0,1
1482.319,506.748811028428,373.6735,57.362,2216.55,173.566,141,1,2,7,2,0,4,533.878,373.6735,124.314370280095,1
1488.24,533.929,491.217847421493,43.33,663.507,-1.071,104,1,3,14,2,0,0,0,0,0,1
1698.625,487.673133784728,371.288,16.887,191.613,18.29,32,1,2,13,3,0,0,0,0,0,2
1701.323,536.115,426.239224575524,11.892,188.432,-13.889,31,1,3,18,3,0,0,0,0,0,2
1863.254,433.751,605.78,110.593,1414.883,195.275,185,1,0,17,4,0,0,0,0,0,3
1870.407,369.422547343688,367.9525,90.038,592.609,147.261,118,1,2,14,4,0,0,0,0,0,3
1939.737,324.624718051269,365.8895,37.983,278.212,50.988,57,1,2,15,5,0,0,0,0,0,3
1943.435,321.377,602.292,53.161,374.15,26.951,69,1,0,18,5,0,0,0,0,0,3
2322.124,261.067,612.855,136.138,1672.717,135.607,209,1,0,21,6,0,0,0,0,0,4
2336.319,290.525164965439,373.427,67.75,511.95,4.877,116,1,2,16,6,0,0,0,0,0,4
2367.492,93.282,481.254,169.979,274.533,-47.699,118,1,1,21,7,0,0,0,0,0,4
2389.506,159.273231261448,374.3925,79.019,659.446,32.104,160,1,2,17,7,3,0,95.679,374.3925,10.7520315795261,4
2533.56,92.487,426.036,62.635,281.625,-12.9,84,1,1,23,8,0,0,0,0,0,5
2544.143,137.382167311835,376.6135,29.429,438.059,31.427,70,1,2,18,8,3,0,96.555,376.6135,15.1125887815196,5
2554.045,321.351,618.055,71.316,594.866,83.766,111,1,0,22,9,0,0,0,0,0,5
2559.393,324.57785651351,376.788,38.643,301.33,57.812,61,1,2,19,9,0,0,0,0,0,5
2903.2,349.28,620.99,58.727,668.951,87.115,100,1,0,24,10,0,0,0,0,0,6
2908,334.746305383598,377.886,33.754,325.41,-5.298,58,1,2,22,10,0,0,0,0,0,6
2956.444,530.09,407.713447378813,41.389,91.682,-4.258,45,1,3,19,11,4,0,530.09,384.566,12.9078923073547,6
2963.026,502.945407823393,377.2135,26.779,387.193,-3.28,78,1,2,23,11,0,4,530.073,377.2135,41.9146632986613,6
3015.333,329.357,620.282,45.791,391.389,35.843,84,1,0,25,12,0,0,0,0,0,6
3017.158,319.174126617433,376.8895,34.921,308.713,59.494,57,1,2,24,12,0,0,0,0,0,6
3061.662,94.542,504.23,79.734,237.138,-76.291,74,1,1,30,13,0,0,0,0,0,6
3065.183,165.331127231763,377.9715,62.108,344.013,41.87,93,1,2,25,13,0,0,0,0,0,6
3403.043,88.438,591.809,128.772,154.845,40.524,94,1,1,38,14,0,0,0,0,0,7
3409.558,228.027244130542,386.4405,83.331,608.582,44.724,147,1,2,29,14,0,0,0,0,0,7
3700.943,310.971,640.395,51.301,285.275,11.708,70,1,0,34,15,0,0,0,0,0,8
3718.862,344.805229388508,397.103,18.717,449.481,25.167,58,1,2,37,15,0,0,0,0,0,8
3932.176,232.5,653.098,12.574,283.106,15.121,34,1,0,38,16,0,0,0,0,0,9
3950.241,317.029870558659,409.148,39.239,200.19,15.048,58,1,2,40,16,0,0,0,0,0,9
4047.708,372.461302790317,409.477,29.828,217.266,4.137,48,1,2,42,17,0,0,0,0,0,9
4050.866,401.536,654.502,82.64,524.287,92.811,112,1,0,42,17,0,0,0,0,0,9
