"x","y","var_x","var_y","cov","n","labels","surface","idx","matching"
1016.972,389.083,23.513,203.393,42.26,36,1,2,1,0
1066.521,233.521,29.829,288.425,52.425,48,1,2,2,0
1395.212,504.527,59.839,835.239,15.955,165,1,2,3,0
1446.626,343.123,86.224,1309.897,127.905,171,1,0,8,1
1450.128,306.416,74.354,619.277,110.075,125,1,2,4,1
1482.319,131.461,57.362,2216.55,173.566,141,1,2,7,2
1488.24,486.413,43.33,663.507,-1.071,104,1,3,14,2
1516.657,428.857,14.055,227.067,7.391,35,1,2,11,0
1634.41,270.795,15.511,472.062,6.902,39,1,0,16,0
1698.625,151.75,16.887,191.613,18.29,32,1,2,13,3
1701.323,551.968,11.892,188.432,-13.889,31,1,3,18,3
1863.254,433.751,110.593,1414.883,195.275,185,1,0,17,4
1870.407,270.551,90.038,592.609,147.261,118,1,2,14,4
1939.737,315.421,37.983,278.212,50.988,57,1,2,15,5
1943.435,321.377,53.161,374.15,26.951,69,1,0,18,5
2156.452,394.935,73.523,14.196,-7.837,31,1,0,19,0
2169.49,244.755,32.463,237.605,-36.857,49,1,0,20,0
2322.124,261.067,136.138,1672.717,135.607,209,1,0,21,6
2336.319,350.922,67.75,511.95,4.877,116,1,2,16,6
2367.492,481.254,169.979,274.533,-47.699,118,1,1,21,7
2389.506,482.488,79.019,659.446,32.104,160,1,2,17,7
2533.56,426.036,62.635,281.625,-12.9,84,1,1,23,8
2544.143,505.357,29.429,438.059,31.427,70,1,2,18,8
2554.045,321.351,71.316,594.866,83.766,111,1,0,22,9
2559.393,318.262,38.643,301.33,57.812,61,1,2,19,9
2676,574.215,121.062,166.828,-72.5,65,1,1,26,0
2684.046,446.077,42.576,274.978,28.996,65,1,2,20,0
2813.34,312.68,33.086,255.161,15.948,50,1,0,23,0
2858.711,431.822,48.21,138.195,-24.234,45,1,1,28,0
2867.108,519.614,36.586,339.459,12.591,83,1,2,21,0
2903.2,349.28,58.727,668.951,87.115,100,1,0,24,10
2908,310.552,33.754,325.41,-5.298,58,1,2,22,10
2956.444,560.667,41.389,91.682,-4.258,45,1,3,19,11
2963.026,142.769,26.779,387.193,-3.28,78,1,2,23,11
3015.333,329.357,45.791,391.389,35.843,84,1,0,25,12
3017.158,326.702,34.921,308.713,59.494,57,1,2,24,12
3061.662,504.23,79.734,237.138,-76.291,74,1,1,30,13
3065.183,480.29,62.108,344.013,41.87,93,1,2,25,13
3388.935,109.465,101.551,1048.361,39.456,217,1,2,26,0
3403.043,591.809,128.772,154.845,40.524,94,1,1,38,14
3409.558,417.98,83.331,608.582,44.724,147,1,2,29,14
3446.419,347.677,30.052,176.026,48.606,31,1,2,33,0
3542.767,391.291,31.663,782.115,-40.049,86,1,0,30,0
3576.032,504.129,21.099,163.116,-17.904,31,1,0,32,0
3598.194,304.889,50.885,868.631,-9.622,144,1,2,35,0
3666.983,444.806,97.045,1069.385,-61.298,242,1,2,36,0
3700.943,310.971,51.301,285.275,11.708,70,1,0,34,15
3718.862,303.69,18.717,449.481,25.167,58,1,2,37,15
3730.8,483.556,25.755,281.798,-18.227,45,1,0,36,0
3774.463,385.063,44.804,384.549,2.832,95,1,2,38,0
3882.412,191.49,35.127,137.215,5.954,51,1,2,39,0
3932.176,232.5,12.574,283.106,15.121,34,1,0,38,16
3941.417,426.806,16.936,256.961,-0.602,36,1,0,39,0
3950.241,334.948,39.239,200.19,15.048,58,1,2,40,16
4021.781,415.825,50.332,455.155,46.519,114,1,2,41,0
4034.967,74.017,64.541,301.305,-65.796,60,1,0,40,0
4047.708,279.604,29.828,217.266,4.137,48,1,2,42,17
4050.866,401.536,82.64,524.287,92.811,112,1,0,42,17
4112.456,473.588,52.52,204.126,1.579,68,1,2,43,0
