0,	23,	4549.5,	131.1621565792192,	275.5,	0.0,	10.5,	19.5,	0
0,	24,	4578.0,	132.15120842801073,	277.5,	0.0,	16.0,	22.5,	0
0,	25,	4584.0,	132.3594298698616,	224.0,	0.0,	8.0,	42.0,	0
0,	26,	5201.0,	153.77153480685809,	162.0,	0.0,	8.0,	24.0,	0
0,	27,	5216.5,	154.30944019830613,	162.0,	0.0,	4.5,	24.0,	0
0,	28,	5228.0,	154.70853129518696,	174.0,	0.0,	5.0,	24.0,	0
0,	29,	5254.5,	155.6281759966949,	169.0,	0.0,	6.5,	31.0,	0
0,	30,	5272.0,	156.23548853542658,	150.5,	0.0,	8.0,	12.5,	0
0,	31,	5297.0,	157.10307787647181,	156.5,	0.0,	12.0,	42.5,	0
0,	32,	5463.5,	162.8812228878331,	229.0,	0.0,	5.5,	19.0,	0
0,	33,	5547.0,	165.7789712869242,	47.5,	0.0,	9.0,	30.5,	0
0,	34,	5587.0,	167.1671142325966,	53.5,	0.0,	14.0,	36.5,	0
0,	35,	5604.5,	167.77442677132825,	90.0,	0.0,	5.5,	24.0,	0
1,	0,	1535.5,	25.917115623704934,	0.0,	223.5,	22.5,	70.5,	0
1,	1,	1593.5,	27.9361790302528,	0.0,	226.0,	27.5,	73.0,	0
1,	2,	1798.5,	35.07252382925819,	0.0,	49.0,	12.5,	32.0,10
1,	3,	2877.0,	72.61665975963531,	0.0,	61.5,	9.0,	44.5,11
1,	4,	3020.5,	77.61210111893908,	0.0,	81.0,	9.5,	38.0,12
1,	5,	3098.0,	80.30998756734355,	0.0,	208.0,	47.0,	90.0,	0
1,	7,	3100.0,	80.37961044343142,	0.0,	38.0,	8.0,	20.0,	0
1,	6,	3117.5,	80.98881060920017,	0.0,	220.5,	27.5,	77.5,	0
1,	8,	3131.0,	81.45876502279322,	0.0,	32.5,	7.0,	24.5,	0
1,	9,	3170.5,	82.83381682552839,	0.0,	214.0,	23.5,	82.0,	0
1,	10,	3235.0,	85.0791545793618,	0.0,	87.5,	7.0,	31.5,13
1,	11,	4179.5,	117.95855781185247,	0.0,	29.5,	8.5,	13.5,14
1,	12,	4491.0,	128.80232076253628,	0.0,	230.0,	26.0,	65.0,	0
1,	14,	4541.0,	130.5428926647327,	0.0,	44.5,	10.0,	36.5,	0
1,	15,	4541.5,	130.56029838375468,	0.0,	49.5,	9.5,	31.5,	0
1,	13,	4549.0,	130.82138416908413,	0.0,	214.5,	30.0,	82.5,	0
1,	16,	4620.5,	133.31040198922503,	0.0,	127.0,	25.5,	20.0,9
1,	17,	5427.0,	161.38582677165354,	0.0,	136.5,	40.0,	3.5,	0
2,	0,	820.5,	1.8654592496765845,	36.0,	150.0,	10.5,	18.0,	0
2,	1,	1022.0,	9.164294954721862,	241.0,	150.0,	20.0,	43.0,17
2,	2,	1048.5,	10.124191461836999,	71.5,	150.0,	6.5,	18.5,	0
2,	3,	1062.0,	10.61319534282018,	59.0,	150.0,	9.0,	43.0,18
2,	4,	1562.0,	28.724450194049158,	41.5,	150.0,	9.0,	24.5,	0
2,	5,	1589.5,	29.72056921086675,	33.0,	150.0,	14.5,	33.0,	0
2,	6,	1684.5,	33.161707632600255,	90.0,	150.0,	8.5,	24.0,4
2,	7,	1730.5,	34.82794307891332,	180.5,	150.0,	7.5,	18.5,1
2,	8,	2194.0,	51.61707632600258,	253.0,	150.0,	17.0,	30.0,15
2,	9,	2231.0,	52.95730918499353,	73.0,	150.0,	16.0,	42.0,19
2,	10,	2280.5,	54.75032341526519,	234.0,	150.0,	8.5,	13.0,20
2,	11,	2360.5,	57.64812419146183,	259.0,	150.0,	10.5,	24.0,16
2,	12,	2679.5,	69.20310478654592,	276.5,	150.0,	13.5,	17.5,	0
2,	13,	2763.5,	72.24579560155239,	282.5,	150.0,	10.5,	11.5,	0
2,	14,	2938.0,	78.5666235446313,	120.0,	150.0,	9.0,	18.0,2
2,	15,	2963.0,	79.47218628719276,	277.0,	150.0,	19.0,	18.0,	0
2,	16,	3095.0,	84.2535575679172,	49.0,	150.0,	9.0,	18.0,0
2,	17,	3123.0,	85.26778783958602,	11.5,	150.0,	15.0,	11.5,	0
2,	18,	3126.5,	85.39456662354462,	45.0,	150.0,	8.5,	13.0,	0
2,	19,	3616.5,	103.14359637774902,	253.0,	150.0,	6.5,	18.0,21
2,	20,	3698.0,	106.09573091849934,	277.5,	150.0,	13.0,	18.5,22
2,	21,	4173.5,	123.3195342820181,	66.0,	150.0,	15.5,	24.0,23
2,	22,	4260.0,	126.45278137128071,	162.5,	150.0,	11.0,	24.5,24
2,	23,	4396.5,	131.39715394566622,	265.5,	150.0,	18.5,	30.5,25
2,	24,	4453.0,	133.4437257438551,	187.0,	150.0,	16.0,	24.0,26
2,	25,	4493.0,	134.89262613195342,	22.0,	150.0,	20.0,	20.0,	0
2,	26,	4546.5,	136.8305304010349,	29.5,	150.0,	25.5,	29.5,	0
2,	27,	4566.5,	137.5549805950841,	73.0,	150.0,	8.5,	45.0,9
2,	28,	4845.5,	147.66106080206984,	235.0,	150.0,	11.5,	12.0,27
2,	29,	5209.5,	160.84605433376453,	169.0,	150.0,	17.5,	18.0,28
2,	30,	5261.5,	162.72962483829235,	258.5,	150.0,	9.5,	12.5,29
3,	0,	1064.5,	9.226744186046512,	300.0,	45.0,	14.5,	26.0,30
3,	1,	2221.5,	49.58720930232558,	300.0,	114.5,	17.5,	32.5,15
3,	2,	2313.0,	52.77906976744186,	300.0,	43.5,	10.0,	25.5,31
3,	3,	2386.5,	55.343023255813954,	300.0,	94.5,	12.5,	25.5,16
3,	4,	2388.0,	55.395348837209305,	300.0,	94.5,	11.0,	25.5,	0
3,	5,	3122.0,	81.0,	300.0,	106.0,	9.0,	37.0,	0
3,	6,	3154.5,	82.13372093023256,	300.0,	124.0,	8.5,	18.0,0
3,	7,	3618.0,	98.30232558139535,	300.0,	94.5,	10.0,	25.5,32
3,	8,	4224.0,	119.44186046511628,	300.0,	3.5,	35.0,	4.5,	0
3,	9,	4545.0,	130.63953488372093,	300.0,	96.0,	13.0,	49.0,	0
