0,	0,	827.5,	1.9954554844040489,	175.5,	0.0,	5.5,	24.5,	0
0,	1,	907.5,	4.771741375748812,	37.0,	0.0,	7.5,	30.0,	0
0,	2,	910.5,	4.875852096674241,	205.0,	0.0,	3.5,	30.0,	0
0,	3,	1081.0,	10.792811402602768,	35.5,	0.0,	8.0,	29.5,	0
0,	4,	1114.5,	11.955381119603388,	23.5,	0.0,	13.5,	17.5,	0
0,	5,	1449.5,	23.581078289609586,	71.5,	0.0,	7.5,	42.5,3
0,	6,	1538.5,	26.669696343730635,	279.0,	0.0,	21.5,	20.0,	0
0,	7,	1596.0,	28.665151828134682,	259.0,	0.0,	26.0,	37.0,	0
0,	8,	1596.0,	28.665151828134682,	259.0,	0.0,	26.0,	37.0,	0
0,	9,	1682.5,	31.66701094815121,	41.0,	0.0,	10.5,	36.0,4
0,	10,	1735.0,	33.48894856434621,	186.0,	0.0,	13.0,	24.0,1
0,	11,	2948.5,	75.60173517868209,	119.5,	0.0,	9.5,	18.5,2
0,	12,	3074.0,	79.95703367072919,	252.0,	0.0,	12.0,	18.0,5
0,	13,	3138.5,	82.19541417062591,	242.5,	0.0,	50.5,	57.5,6
0,	14,	3197.0,	84.22557322867176,	278.5,	0.0,	6.0,	19.5,	0
0,	15,	3204.0,	84.46849824416444,	221.5,	0.0,	6.0,	47.5,	0
0,	16,	3271.0,	86.79363767816567,	258.0,	0.0,	10.0,	12.0,7
0,	17,	3410.5,	91.6347862011981,	252.0,	0.0,	10.5,	18.0,	0
0,	18,	3488.5,	94.34166494525924,	258.0,	0.0,	16.5,	12.0,	0
0,	19,	3514.0,	95.2266060731254,	246.0,	0.0,	7.0,	24.0,	0
0,	20,	3532.0,	95.85127039867797,	251.5,	0.0,	9.0,	18.5,	0
0,	21,	4457.0,	127.95207601735179,	228.0,	0.0,	10.0,	42.0,8
0,	22,	4511.5,	129.8434207808304,	290.0,	0.0,	18.5,	8.0,	0
