"x","y","var_x","var_y","cov","n","labels","surface","idx","matching"
1709.609,358.304,32.777,183.95,31.1,46,1,2,1,0
1713.252,460.459,72.627,313.123,26.892,111,1,2,2,1
1725.244,415.019,128.777,480.647,22.071,160,1,1,1,1
2081.152,437.939,21.695,249.559,-8.772,33,1,2,4,0
2089.771,367.8,101.077,196.191,52.635,70,1,2,5,0
2106.485,258.072,234.257,726.322,170.387,307,1,2,6,2
2115.067,437.133,150.393,793.494,-35.162,255,1,3,1,2
2187.212,428.353,59.288,227.493,31.924,85,1,2,7,3
2204.375,478.3,44.035,568.481,-15.962,120,1,1,2,3
2223.849,385.129,55.368,290.201,-16.339,93,1,0,1,4
2227.511,345.756,100.545,227.423,58.317,90,1,2,8,4
2315.72,361.171,77.785,314.785,93.641,82,1,2,9,0
2433.259,425.086,53.919,326.38,40.127,81,1,2,10,5
2452.823,453.984,40.083,188.836,-32.249,62,1,1,3,5
2456.093,321.605,54.467,133.864,46.276,43,1,2,11,0
2464,362,315.167,0,0,61,1,1,4,0
2554.886,362.486,101.457,0.845,3.734,35,1,1,5,0
2708.618,366.294,95.516,8.275,-5.369,34,1,1,6,0
2713.75,237.674,246.88,519.392,-23.013,264,1,0,2,6
2726.698,234.042,264.771,433.596,94.212,262,1,2,12,7
2729.332,403.128,148.567,324.22,18.93,187,1,2,13,6
2737.679,469.728,251.41,561.412,71.616,268,1,3,3,7
2845.667,398.254,80.507,340.51,14.307,114,1,0,3,8
2846.701,325.034,83.352,218.824,78.58,87,1,2,14,8
2879.7,441.144,34.954,352.529,27.527,90,1,2,15,9
2899.53,421.106,22.345,298.927,-12.149,66,1,1,7,9
3068.031,348.594,27.58,136.894,1.594,32,1,2,16,0
3136.378,244.5,358.333,768.051,117.281,352,1,2,18,10
3144.305,442.242,409.795,1703.654,275.41,567,1,3,5,10
3152.824,483.206,16.695,232.229,-11.084,34,1,1,8,0
3187.944,498.056,20.926,393.659,14.581,72,1,1,9,0
3216.036,446.225,86.126,317.849,11.728,111,1,2,21,11
3228.045,395.106,24.906,347.481,-11.897,66,1,1,10,11
3252.279,259.105,50.556,199.907,-1.206,86,1,2,23,12
3269.711,381.111,25.346,132.51,6.737,45,1,3,7,12
3302.204,379.426,54.92,167.343,46.176,54,1,2,24,0
3357.724,236.342,55.723,336.521,46.936,76,1,2,25,13
3362,464.5,30.343,200.429,51.457,36,1,3,8,13
3507.836,278.475,119.588,467.833,-4.581,183,1,0,6,14
3514.258,362.694,120.811,629.564,169.608,124,1,2,26,14
3547.627,423.02,56.593,459.029,66.74,102,1,2,27,15
3562.919,413.726,51.19,169.776,-24.383,62,1,1,11,15
3587.667,407.292,38.695,148.424,20.844,48,1,3,9,0
3598.039,410.118,32.758,241.786,48.235,51,1,2,28,16
3616.259,428.593,36.988,220.887,10.711,54,1,1,12,16
3901.382,326.013,154.112,586.102,67.303,225,1,0,7,17
3908.08,347.5,92.813,257.297,-1.455,112,1,2,29,17
3954.474,217.051,108.123,120.101,4.781,78,1,0,8,18
3958.542,240.65,182.068,610.511,100.4,277,1,2,30,19
3961.82,411.39,130.641,665.968,83.03,200,1,2,31,18
3965.1,412.634,135.087,911.243,-61.846,290,1,3,10,19
3968.261,460.635,133.468,624.08,-11.489,249,1,1,13,18
4052.191,309.676,46.246,237.774,54.988,68,1,2,33,20
4057.232,385.507,50.975,234.842,-11.546,69,1,0,9,20
4073.735,383.176,71.212,286.745,102.256,68,1,2,34,0
4126.27,207,44.458,158.226,29.097,63,1,2,35,0
4158.062,348.344,65.931,0.426,0.688,32,1,1,14,0
4168.188,431.125,10.609,121.016,5.621,32,1,2,36,21
4170.932,265.644,129.204,156.899,59.656,73,1,2,37,0
4178.125,395.344,15.21,104.491,-15.883,32,1,1,15,21
4215.719,353.781,64.918,0.951,4.291,32,1,1,16,0
4224.935,333.913,65.529,126.837,44.528,46,1,2,38,0
4486.688,432.87,68.217,131.536,-4.699,77,1,2,39,22
4488.261,375.511,50.173,199.308,-14.519,92,1,1,17,22
