"x","y","z","var_x","var_y","cov","n","labels","surface","idx","matching","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over"
1713.028,236.087147585746,368.9835,85.62,344.231,37.959,109,1,2,1,1,3,0,205.252,368.9835,156.075449750125
1732.83,204.9975,386.736,53.067,141.39,13.877,53,1,1,1,1,3,0,204.9975,369.04,170.635038289392
1818.794,287.59852358773,368.874,91.942,659.12,141.778,136,1,2,2,2,0,0,0,0,0
1847.935,206.451,462.214,97.917,572.575,-26.868,154,1,1,2,2,0,1,206.451,495.494,206.925008088865
1848.255,432.324217789057,368.85,136.486,417.561,22.972,184,1,2,4,3,0,4,470.507,368.85,227.563873687594
1874.942,470.571,409.43497501735,73.298,298.759,-22.854,104,1,3,2,3,4,0,470.571,368.47,19.5065991694219
1903.442,342.817842274556,368.8125,24.683,202.19,28.721,52,1,2,5,4,0,0,0,0,0
1909.025,352.98,495.34,138.641,536.293,-52.646,199,1,0,3,4,0,0,0,0,0
1939.95,255.677103162788,368.7925,118.618,1187.545,224.504,180,1,2,7,5,3,0,208.791,368.7925,92.2942276787521
1989.537,207.798,392.565,89.933,305.22,41.694,108,1,1,4,5,3,0,207.798,369.302,295.740912902549
2403.263,384.991500240675,368.855,82.436,271.139,97.172,76,1,2,12,6,0,0,0,0,0
2419.545,408.182,494.898,16.533,219.966,4.085,44,1,0,14,6,0,0,0,0,0
2471.81,245.900243335611,368.9475,69.174,484.52,-12.964,158,1,2,13,7,3,0,216.3,368.9475,147.716977077675
2509.626,339.44,494.982,107.683,543.375,2.9,182,1,0,15,7,0,0,0,0,0
2766.833,399.763383014356,368.6115,13.536,86.201,7.848,24,1,2,18,8,0,0,0,0,0
2775.531,458.469,494.556,41.171,150.546,0.017,49,1,0,21,8,0,2,471.127,494.556,176.280411611182
2995.01,392.740018196229,368.379,68.856,445.485,113.934,98,1,2,22,9,0,0,0,0,0
3016.335,426.323,494.235,107.999,822.62,-47.847,161,1,0,29,9,0,2,471.581,494.235,159.542708938246
3062.412,258.659886834114,368.3185,327.881,1050.611,234.877,427,1,2,23,10,3,0,210.743,368.3185,769.627770585405
3092.624,209.62,409.027,320.41,550.262,-4.892,298,1,1,29,10,3,0,209.62,369.3,784.634703821685
3346.377,449.822588881279,368.091,85.759,263.491,29.155,114,1,2,27,11,0,4,471.232,368.091,312.929262686555
3353.795,471.198,386.922798301576,76.848,167.214,-20.643,83,1,3,10,11,4,0,471.198,367.049,164.428129947047
3453.173,339.219513698948,368.0235,142.611,722.417,249.937,104,1,2,28,12,0,0,0,0,0
3477.96,317.76,493.977,16.707,71.107,-15.468,25,1,0,47,12,0,0,0,0,0
3521.257,432.426046737886,368.008,180.143,390.721,38.091,206,1,2,30,13,0,4,470.275,368.008,377.674887656628
3539.335,470.496,434.755450654927,94.464,638.536,41.915,176,1,3,11,13,4,2,470.496,493.949,32.0611067970123
3593.324,357.326806021008,368.015,67.879,249.964,80.085,71,1,2,32,14,0,0,0,0,0
3611.91,326.394,493.84,128.146,705.876,49.199,221,1,0,50,14,0,0,0,0,0
3946.143,376.662334384594,367.809,70.914,623.632,144.447,77,1,2,34,15,0,0,0,0,0
3964.69,419.172,493.044,27.293,56.219,-4.587,29,1,0,57,15,0,0,0,0,0
4180.723,358.4,492.253,218.271,631.87,-71.499,260,1,0,62,16,0,0,0,0,0
4192.58,281.288692238667,367.472,410.872,1762.65,615.54,479,1,2,40,16,3,0,213.484,367.472,128.707642212257
4240.109,218.667,424.43,358.978,1204.36,46.51,405,1,1,60,16,3,1,218.667,491.97,482.392522593997
4456.32,392.553827682608,367.142,23.893,170.777,21.207,25,1,2,43,17,0,0,0,0,0
4465.71,428.065,491.406,26.613,91.796,-3.047,31,1,0,71,17,0,0,0,0,0
