"x","y","var_x","var_y","cov","n","labels","surface","idx","matching"
1303.269,382.78,176.25,924.719,127.943,268,1,0,2,1
1318.66,143.951,125.518,391.662,-32.613,162,1,2,3,1
1332.374,606.022,58.592,308.244,28.225,91,1,3,6,1
1559.775,460.6,240.589,796.122,151.242,320,1,0,8,2
1576.38,534.334,290.165,3287.554,-5.185,623,1,3,14,2
1729.187,435.971,239.858,1172.034,143.431,375,1,0,10,3
1752.303,542.75,139.898,1488.837,-90.412,300,1,3,17,3
1913.523,367.439,66.082,422.003,42.843,107,1,0,11,4
1914.139,204.544,34.352,352.918,1.244,79,1,2,12,4
2021.297,500.088,55.567,445.259,69.64,91,1,0,12,0
2252.363,126.225,38.766,318.379,-11.564,80,1,0,13,5
2255.447,515.417,46.583,376.677,15.018,103,1,0,14,6
2258.467,538.333,252.429,4403.947,-676.935,480,1,1,10,5
2265.734,382.467,147.47,499.715,3.578,169,1,3,22,6
2459.143,365.966,101.233,471.923,29.053,147,1,0,15,7
2471.667,226.254,184.54,1121.809,163.308,279,1,2,18,7
2564.669,274.861,141.393,1927.259,-20.454,317,1,0,17,8
2578.333,449.392,508.908,1813.832,-35.056,561,1,2,21,8
2783.023,407.938,312.943,1216.26,266.999,388,1,0,18,9
2794.91,171.474,284.532,789.044,-65.035,321,1,2,23,9
2806.855,535.325,202.181,1002.901,21.239,283,1,3,25,9
3235.055,472.969,75.028,768.235,121.891,128,1,0,19,10
3243.845,542.775,41.125,1080.459,-33.418,142,1,3,32,10
3260.642,468.41,617.912,2676.052,-125.747,642,1,1,20,11
3266.199,174.819,153.287,1119.247,54.094,276,1,0,20,11
3290.945,525.027,28.58,528.277,-25.887,73,1,2,29,11
3540.079,316.496,74.168,566.903,59.596,127,1,0,27,12
3545.274,275.756,90.642,1152.995,-61.65,164,1,2,41,12
3678.471,502.019,168.403,1093.814,55.17,314,1,0,28,13
3698.222,435.625,377.914,3258.165,105.14,658,1,3,47,13
3910.418,336.786,163.934,930.559,160.58,201,1,0,29,14
3925.501,302.163,224.032,2531.328,-88.771,441,1,2,51,14
4162.697,308.846,116.396,847.177,93.171,175,1,0,30,15
4174.943,356.366,158.315,1184.379,17.883,262,1,2,62,15
4429.824,197.612,145.353,500.836,88.127,165,1,0,33,0
4432.811,434.736,241.437,632.779,75.211,227,1,1,40,0
