"x","y","var_x","var_y","cov","n","labels","surface","idx","matching"
1275.572,495.179,110.316,687.857,-4.475,173,1,0,1,0
1946.3,228.707,218.821,1293.591,99.815,283,1,2,23,1
1971.339,384.627,167.63,1032.494,188.252,233,1,0,7,1
2187.18,242.203,83.062,674.053,82.884,128,1,2,24,2
2200.943,357.276,64.005,621.53,79.163,123,1,0,8,2
2498.365,523.667,35.945,239.419,20.769,63,1,0,9,3
2501.776,411.753,103.223,514.974,-38.532,85,1,3,26,3
2723.548,110.524,36.205,129.475,11.901,42,1,0,10,0
2783.333,276.333,36.482,150.738,30.397,48,1,2,33,4
2787.391,341.719,37.353,460.555,87.81,64,1,0,11,4
2930.667,432.788,98.392,794.978,172.646,132,1,2,34,5
2943.268,299.488,64.166,773.982,86.749,127,1,0,12,5
3170.5,452.179,23.273,291.858,10.127,56,1,0,13,0
3465.102,174.89,108.347,414.575,85.511,127,1,2,42,6
3483.173,384.85,62.827,688.096,99.931,127,1,0,20,6
3767.876,493.894,340.117,1492.895,-25.133,461,1,2,43,7
3787.854,204.984,281.818,2493.581,369.906,438,1,0,21,7
4152.418,119.055,110.466,388.584,29.362,110,1,2,44,8
4157.826,603.973,160.786,606.063,-63.463,219,1,3,37,8
4170.057,441.894,120.661,992.956,-6.059,245,1,0,22,8
4386.098,118.137,23.65,422.281,66.326,51,1,2,47,9
4393.57,619.097,87.53,352.48,-65.088,93,1,3,40,9
4400.075,460.481,75.152,779.585,76.725,160,1,0,26,9
