"x","y","z","var_x","var_y","cov","n","labels","surface","idx","matching","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","segments"
1946.3,412.752268160579,364.818,218.821,1293.591,99.815,283,1,2,23,1,0,0,0,0,0,1
1971.339,384.627,618.606,167.63,1032.494,188.252,233,1,0,7,1,0,0,0,0,0,1
2187.18,400.027660856753,364.194,83.062,674.053,82.884,128,1,2,24,2,0,0,0,0,0,2
2200.943,357.276,616.454,64.005,621.53,79.163,123,1,0,8,2,0,0,0,0,0,2
2498.365,523.667,613.212,35.945,239.419,20.769,63,1,0,9,3,0,2,545.485,613.212,76.8211656265871,3
2501.776,545.483,574.57629805521,103.223,514.974,-38.532,85,1,3,26,3,0,2,545.483,613.173,147.520633245355,3
2783.333,365.883089756835,360.7005,36.482,150.738,30.397,48,1,2,33,4,0,0,0,0,0,4
2787.391,341.719,609.249,37.353,460.555,87.81,64,1,0,11,4,0,0,0,0,0,4
2930.667,208.22401735932,359.0885,98.392,794.978,172.646,132,1,2,34,5,0,0,0,0,0,5
2943.268,299.488,605.808,64.166,773.982,86.749,127,1,0,12,5,0,0,0,0,0,5
3465.102,470.907644180754,362.129,108.347,414.575,85.511,127,1,2,42,6,0,0,0,0,0,6
3483.173,384.85,612.808,62.827,688.096,99.931,127,1,0,20,6,0,0,0,0,0,6
3767.876,155.82836184886,363.474,340.117,1492.895,-25.133,461,1,2,43,7,3,0,92.833,363.474,609.955037968883,7
3787.854,204.984,616.219,281.818,2493.581,369.906,438,1,0,21,7,1,0,109.691,616.219,152.071860465181,7
4152.418,532.483318582833,364.0055,110.466,388.584,29.362,110,1,2,44,8,0,4,554.614,364.0055,471.761069059648,8
4157.826,554.555,394.230818823281,160.786,606.063,-63.463,219,1,3,37,8,4,0,554.555,362.243,382.343443828041,8
4170.057,441.894,617.283,120.661,992.956,-6.059,245,1,0,22,8,0,0,0,0,0,8
4386.098,531.512372232703,363.6995,23.65,422.281,66.326,51,1,2,47,9,0,4,552.852,363.6995,28.2623241119286,9
4393.57,552.814,376.140192021853,87.53,352.48,-65.088,93,1,3,40,9,4,0,552.814,361.861,326.211215711389,9
4400.075,460.481,616.244,75.152,779.585,76.725,160,1,0,26,9,0,0,0,0,0,9
