"x","y","var_x","var_y","cov","n","labels","surface","idx","matching"
1127.901,145.083,86.907,547.56,51.692,121,1,2,1,0
1713.61,410.506,28.294,347.543,3.463,77,1,2,4,0
1890.559,437.375,255.192,2747.649,-11.59,619,1,2,5,1
1897.765,545.093,337.351,812.887,2.166,375,1,1,1,1
1902.208,95.685,434.781,656.837,-109.602,365,1,0,4,1
2187.531,568.257,401.009,1407.17,165.448,420,1,3,6,2
2370.285,175.457,316.903,1466.398,145.203,442,1,2,7,2
2373.819,398.74,386.622,2502.908,101.026,647,1,0,5,2
2485.71,561.228,357.12,1676.612,152.267,465,1,3,9,3
2498.612,390.429,23.784,253.417,31.753,49,1,3,10,0
2688.601,178.008,186.405,1587.071,154.992,366,1,2,9,3
2693.539,379.679,633.873,2472.788,45.895,889,1,0,6,3
2959.396,390.604,35.859,183.052,-1.436,53,1,2,10,0
3325.919,250.855,64.829,145.667,13.382,62,1,2,11,0
3454.685,143.26,23.052,809.251,-53.75,73,1,0,15,0
3507.4,356.376,78.719,362.19,50.657,85,1,1,16,0
3526.847,450.07,497.874,5108.505,175.596,1032,1,2,14,4
3535.758,511.358,292.694,2408.071,-58.205,491,1,1,17,4
3545.368,111.629,563.079,4626.098,467.38,958,1,0,16,4
3737.136,29.348,51.566,152.569,14.798,66,1,0,18,0
3841.613,32.935,20.312,203.796,19.174,31,1,0,19,0
4038.097,280.781,567.982,4917.136,-147.645,1079,1,2,16,5
4052.785,207.019,1017.537,6283.425,153.317,1726,1,0,20,5
