"x","y","var_x","var_y","cov","n","labels","surface","idx","matching"
1009.277,348.554,34.891,243.157,-16.453,65,1,3,1,1
1011.916,499.983,57.044,675.339,-40.035,119,1,0,1,1
1019.087,482.389,127.692,1378.232,-36.721,311,1,2,1,0
1028.512,274.64,97.565,1246.232,24.652,211,1,2,2,2
1056.68,207.467,150.897,1230.582,121.349,272,1,0,2,2
1067.017,426.471,78.101,477.319,-16.822,119,1,2,3,0
1158.099,260.691,54.615,424.191,92.131,81,1,2,4,3
1160.758,382.606,31.189,124.059,40.62,33,1,3,2,3
1226.243,541.703,68.356,44.937,-22.009,37,1,0,3,0
1464.968,144.073,479.977,7666.586,-440.372,1079,1,0,6,4
1475.82,506.094,119.12,318.52,-48.106,139,1,3,10,0
1478.018,377.145,59.303,1079.555,-84.887,166,1,2,8,4
1543.431,434.4,90.31,788.631,153.493,160,1,2,11,0
1610.372,233.02,104.943,643.122,142.836,148,1,2,12,0
1622.038,391.302,30.152,367.215,72.796,53,1,2,13,0
1687.022,277.435,25.844,260.251,46.257,46,1,2,14,0
1803.814,159.354,199.256,813.018,123.768,280,1,2,15,5
1809.614,472.187,204.673,1787.049,-0.642,396,1,3,15,5
1887.159,273.289,222.709,1579.972,133.209,377,1,0,13,6
1891.748,327.43,85.772,637.874,121.706,135,1,2,16,6
2138.529,496.9,124.136,713.631,-79.784,210,1,0,16,7
2145.095,353.693,81.349,1065.345,9.287,199,1,3,16,7
2153.625,222.555,149.351,520.419,54.596,200,1,2,17,7
2296.871,373.581,19.849,166.185,15.544,31,1,2,18,0
2598.956,366.456,445.981,3345.888,-76.121,722,1,0,18,8
2611.717,318.379,93.534,946.531,116.996,198,1,2,19,8
2762.746,152.62,32.735,330.439,10.988,71,1,2,21,9
2767.209,527.744,13.408,272.957,-17.564,43,1,3,17,9
2964.886,590.42,820.297,1281.448,-358.023,481,1,1,32,10
2982.197,133.105,221.823,588.976,-44.151,239,1,0,19,10
3008.185,464.298,174.261,1056.045,88.158,292,1,2,22,10
3037.023,157.591,258.24,897.703,146.828,342,1,2,23,11
3042.537,480.263,588.354,1527.533,186.882,609,1,3,19,11
3132.462,354.718,24.202,220.629,42.607,39,1,2,24,0
3172.03,229,13.593,235.438,6.906,33,1,2,25,0
3267.211,331.132,22.063,200.982,41.188,38,1,2,26,0
3540.079,325.305,271.295,2505.113,-114.195,492,1,0,24,12
3548.976,347.762,33.686,447.075,17.801,84,1,2,32,12
3635.605,295.868,52.57,70.063,32.893,38,1,0,25,0
3955.839,131.161,35.265,163.81,7.172,56,1,2,34,0
3964.033,171.592,77.098,1190.111,-29.02,213,1,0,26,13
3965.115,398.448,44.776,530.608,58.99,96,1,2,35,13
4041.057,205.543,18.408,178.667,9.674,35,1,2,36,0
4187.171,488.76,284.82,1623.053,-75.685,479,1,0,27,14
4202.677,251.672,131.344,529.757,63.904,186,1,2,37,14
4307.854,339.122,22.178,248.36,34.843,41,1,2,38,15
4312.188,334.97,63.094,395.169,-26.874,101,1,0,28,15
4324.086,186.629,12.139,241.299,3.356,35,1,2,39,0
4407.372,220.721,21.715,253.206,39.844,43,1,2,45,0
4422.875,408.078,44.238,325.248,72.962,64,1,3,37,0
