2,0,605,0.341001353179973,222.5,150,9,24.5,0,0,220.5,0.453115153181699
2,1,613.5,0.663058186738836,37.5,150,6.5,29.5,0,0,191.75,0.52167299794359
1,0,688.5,1.9796178343949,0,94.5,9.5,13.5,0,0,128.25,0.333442350860727
0,0,750,3.42275042444822,168.5,0,6,18.5,0,0,111,0.39486680583274
2,2,718.5,4.64140730717185,31,150,6.5,23,0,0,149.5,0.445185442832456
1,1,772.5,4.97579617834395,0,95,7.5,14,0,0,105,0.342223180364013
3,0,891,5.98240469208211,300,95,30,50,1,1,1500,0.569761926916679
0,1,833.5,6.39983022071307,240,0,15.5,54,1,1,837,0.715564337532439
0,2,833.5,6.39983022071307,240,0,15.5,54,0,0,837,0.715564337532439
2,3,811.5,8.16508795669824,36,150,7.5,18,0,0,135,0.385260283690043
2,4,945.5,13.2422192151556,22,150,9.5,13,0,0,123.5,0.328442259140159
1,2,1059,15.1949044585987,0,48,17,45,2,1,765,0.62450212660969
3,1,1167,15.6950146627566,300,120,15,26,3,1,390,0.445461068879145
0,3,1100,15.9015280135823,66,0,24,37,2,1,888,0.505011449399306
0,4,1108,16.1867572156197,240,0,24,54,3,1,1296,0.65009903019984
0,5,1108.5,16.204584040747,240,0,23.5,54,0,0,1269,0.654143625461374
2,5,1133,20.3464140730717,24.5,150,11,17.5,0,0,192.5,0.370962948827118
1,3,1229,21.2585987261146,0,89,10,18,0,0,180,0.378728192807086
2,6,1205.5,23.0933694181326,229.5,150,15.5,41.5,4,1,643.25,0.600904446413771
2,7,1237.5,24.3058186738836,259,150,18.5,36,0,0,666,0.528290157275535
1,4,1319,24.4687898089172,0,115,20,9,0,0,180,0.279374940780443
1,6,1332.5,24.9503184713376,0,36.5,15.5,32.5,5,1,503.75,0.509908181317177
1,5,1333,24.968152866242,0,218,22,77,0,0,1694,0.822474138954874
0,7,1367,25.4210526315789,46.5,0,20,42.5,5,1,850,0.580588471035475
0,6,1368.5,25.474533106961,197.5,0,25.5,59.5,4,1,1517.25,0.68011178719071
2,8,1282.5,26.0108254397835,273,150,18.5,26,0,0,481,0.431216262213113
2,9,1286.5,26.1623815967524,39.5,150,18.5,39.5,0,0,730.75,0.562137580920925
2,10,1286.5,26.1623815967524,39.5,150,18.5,39.5,0,0,730.75,0.562137580920925
1,9,1369.5,26.2700636942675,0,146.5,5.5,20.5,0,0,112.75,0.419359875264262
1,8,1377,26.5375796178344,0,118.5,14,11.5,0,0,161,0.307291378737062
