"x","y","var_x","var_y","cov","n","labels","surface","idx","matching"
1721.358,339.343,160.192,484.542,-79.463,204,1,0,1,1
1723.174,358.227,160.664,311.826,141.952,132,1,2,1,1
1809.512,369.78,30.956,170.876,51.065,41,1,2,2,0
1886.667,214.051,13.86,177.208,-4.456,39,1,0,2,0
1904.612,448.803,112.067,440.212,94.592,152,1,2,3,2
1923.486,387.528,46.563,230.478,15.176,72,1,1,1,2
2013.675,433.113,145.647,401.821,-11.817,151,1,0,3,3
2014.426,298.111,74.826,331.632,71.56,108,1,2,7,3
2149.548,312.81,42.839,188.841,60.253,42,1,2,9,0
2177.198,451.154,53.76,238.465,39.969,91,1,2,10,4
2197.553,401.4,42.631,369.79,3.693,85,1,1,2,4
2234.289,443.263,54.368,282.97,-0.184,76,1,1,3,0
2413.049,406.756,25.448,308.589,-29.238,41,1,1,4,0
2430.209,452.488,27.074,169.78,-29.009,43,1,2,11,0
2777.184,260.52,235.97,1231.181,308.233,244,1,0,7,0
2784.647,373.112,115.274,306.883,72.736,116,1,2,12,0
2987.885,237.094,106.924,344.97,47.969,96,1,0,9,0
3038.25,344.684,51.363,212.166,25.613,76,1,2,13,5
3040.505,328.492,265.534,647.488,-5.312,305,1,0,10,5
3310.125,396.671,124.918,360.924,90.604,152,1,2,17,0
3316.063,232.141,130.772,397.77,36.211,206,1,2,18,6
3322.047,460.268,202.584,543.4,-16.97,257,1,3,4,6
3363.558,236.881,1678.553,378.684,191.103,419,1,0,20,0
3448.491,452.684,21.219,785.434,-61.485,57,1,1,9,0
3449.758,243.03,54.371,311.168,-7.823,66,1,0,21,0
3649.005,242.932,163.429,640.009,-71.219,220,1,0,27,7
3662.088,423.123,145.063,752.33,177.432,227,1,2,20,7
3673.634,478.902,57.188,62.54,9.763,41,1,1,11,0
3831.679,344.917,264.158,555.145,-24.326,265,1,0,33,8
3831.9,347.325,71.368,311.566,49.487,120,1,2,21,8
3899.026,466.421,32.945,54.845,-11.119,38,1,1,12,0
4105.427,420.494,165.884,728.41,77.697,178,1,0,38,0
4348.724,343.743,78.26,447.654,46.38,105,1,0,39,9
4363.169,346.535,51.142,246.281,57.737,71,1,2,24,9
4458.115,385.615,106.565,356.024,-60.658,122,1,0,40,10
4464.389,321.139,65.565,243.502,54.72,72,1,2,25,10
