3,0,765.5,4.94853253934496,300,45,30.5,12,0,0,366,0.287661460547875
0,0,919.5,6.06185567010309,167,0,3.5,31,0,0,108.5,0.554139373866889
3,1,828.5,7.19948957890259,300,114,12.5,32,0,0,400,0.520238119680006
2,0,883.5,8.23676569131115,259.5,150,18.5,24.5,0,0,453.25,0.416923320879372
3,2,986.5,12.8447469162059,300,101,5.5,32,0,0,176,0.556115442006435
0,1,1150.5,14.2268041237113,162.5,0,5.5,24.5,0,0,134.75,0.466596191876706
2,1,1052,14.5597498324771,198.5,150,17,24.5,0,0,416.5,0.422588905116527
0,2,1164.5,14.7216494845361,144.5,0,4.5,42.5,0,0,191.25,0.68051299296855
2,2,1081.5,15.6667411212866,174.5,150,8.5,24.5,0,0,208.25,0.455037276862544
2,3,1213,20.6012955103864,276.5,150,9,17.5,0,0,157.5,0.375982708926704
1,0,1199.5,21.181315032101,0,216,22.5,80,0,0,1800,0.834294182276929
0,3,1382.5,22.4270986745214,23.5,0,10.5,17.5,0,0,183.75,0.372215326727373
2,4,1269.5,22.7214652669198,32.5,150,5.5,22.5,0,0,123.75,0.442848829665087
1,1,1256.5,23.3013061766659,0,213.5,27.5,84.5,0,0,2323.75,0.817156841803047
0,4,1428,24.0353460972018,268,0,7,23,0,0,161,0.443397510491188
0,5,1449,24.7776141384389,14.5,0,14,14.5,0,0,203,0.334803144412161
0,6,1462.5,25.2547864506627,262.5,0,6.5,29.5,0,0,191.75,0.52167299794359
2,5,1463,29.9825776189413,168.5,150,7,30.5,0,0,213.5,0.53099945026972
2,6,1511.5,31.8025463480009,114.5,150,11.5,48.5,0,0,557.75,0.695148999184635
2,7,1627,36.1366986821532,91,150,18,49,1,1,882,0.653990511849394
0,7,1839.5,38.580265095729,65,0,18.5,37,1,1,684.5,0.538001283681841
2,8,1870,45.2553048916685,270.5,150,7,23.5,0,0,164.5,0.449188870381475
2,9,2051,52.0473531382622,84.5,150,34,66.5,2,1,2261,0.649825804612747
0,8,2304,54.9985272459499,41.5,0,27,23.5,0,0,634.5,0.377436261765787
1,2,2165.5,57.1095860084127,0,62,25.5,58,2,1,1479,0.668837450409541
2,10,2384.5,64.5619834710744,248,150,8.5,13,0,0,110.5,0.330132437882476
3,3,2494,66.7069332199064,300,69,25,39,0,0,975,0.516283101202031
3,4,2517.5,67.5465759251382,300,67.5,5.5,37.5,0,0,206.25,0.619834006294297
0,9,2668,67.8645066273932,250.5,0,9,29.5,0,0,265.5,0.509858400633492
0,10,2670.5,67.9528718703976,244.5,0,6.5,23.5,0,0,152.75,0.451023514460036
2,11,2499.5,68.8773732410096,180.5,150,39.5,113.5,3,1,4483.25,0.822713649390099
0,11,2697.5,68.9072164948454,241,0,11.5,22,0,0,253,0.416694465479926
3,5,2562,69.1365376435559,300,72.5,37,47.5,0,0,1757.5,0.49611243549694
0,12,2748,70.6921944035346,243,0,8,34,0,0,272,0.566162986325941
0,13,2762,71.1870397643594,237.5,0,9,40.5,0,0,364.5,0.631813863184163
3,6,2632,71.6376010208422,300,87,10,20,0,0,200,0.400038734722289
2,12,2584.5,72.0670091579182,51.5,150,8.5,18.5,0,0,157.25,0.38807193752994
3,7,2662,72.7094853253935,300,53.5,30,29.5,0,0,885,0.411457014909446
2,13,2611.5,73.0801876256422,46.5,150,7.5,22.5,0,0,168.75,0.435882064204973
0,14,2817,73.1310751104565,190,0,49,89,3,1,4361,0.590126092736644
0,16,2892,75.7820324005891,255,0,11,45,0,0,495,0.665023801612533
3,8,2757.5,76.1216503615483,300,112.5,10.5,30.5,0,0,320.25,0.513880358570294
0,15,2908,76.3475699558174,230.5,0,37,69.5,0,0,2571.5,0.637569196580173
0,17,2926,76.9837997054492,202,0,19,41,0,0,779,0.573214554943978
0,18,2932,77.1958762886598,16.5,0,13,11.5,0,0,149.5,0.308704091769576
3,9,2792.5,77.3721820501914,300,125,9.5,19,0,0,180.5,0.390728445867894
0,19,2953,77.9381443298969,287,0,12,10,0,0,120,0.296349553912882
1,4,2741,78.5140580030994,0,25.5,9,20.5,0,0,184.5,0.408512868090883
1,5,2771.5,79.6484392295771,0,18.5,7.5,13.5,0,0,101.25,0.337005387622899
0,20,3002.5,79.6877761413844,18,0,10.5,12,0,0,126,0.317047578291521
1,3,2780,79.964578259907,0,207.5,52,89.5,0,0,4654,0.548314216968526
2,14,2824,81.0542774179138,61,150,34,42,0,0,1428,0.480444427861383
3,10,2980.5,84.089323692046,300,56,13.5,26,0,0,351,0.4515949368786
3,11,3017,85.3934495959166,300,40,11,15,0,0,165,0.345599696375039
0,21,3174,85.7496318114875,268.5,0,9,11.5,0,0,103.5,0.314390637757059
2,15,2992,87.3584989948626,151.5,150,60,132.5,4,1,7950,0.54325764269977
1,6,2983.5,87.533318574275,0,61.5,32.5,57.5,0,0,1868.75,0.603357791643823
3,12,3100.5,88.376860910251,300,47.5,25.5,20.5,0,0,522.75,0.35872211525146
3,13,3161.5,90.5563589961719,300,69,4.5,38,0,0,171,0.631235562953027
0,22,3323,91.0162002945508,209,0,39,74,4,1,2886,0.642195554757083
0,23,3323,91.0162002945508,209,0,39,74,0,0,2886,0.642195554757083
3,14,3185,91.3960017014037,300,43.5,14,13.5,0,0,189,0.325495171784264
2,16,3939.5,122.913558186285,228.5,150,39.5,65.5,0,0,2587.25,0.586744650842546
0,24,4236,123.287187039764,228,0,4,30,0,0,120,0.539545894162385
0,25,4257.5,124.047128129602,228,0,15.5,30,0,0,465,0.484248224289824
3,15,4100.5,124.106337728626,300,57,5.5,25,0,0,137.5,0.472561055379735
2,17,3976,124.283225374134,18,150,8,18,0,0,144,0.383950469503297
0,26,4276.5,124.718703976436,119.5,0,9.5,41.5,0,0,394.25,0.639213595640569
2,18,3996.5,125.052490507036,62,150,24.5,62,0,0,1519,0.707028851000983
2,19,3997.5,125.09001563547,62,150,23.5,62,0,0,1457,0.715473735660222
2,20,4011,125.596604869332,77,150,8,45,0,0,360,0.684449053313438
0,27,4306.5,125.779086892489,246,0,38.5,52,0,0,2002,0.512928658104414
3,16,4159.5,126.21437686091,300,123,7.5,20,0,0,150,0.407522106804071
1,8,4049,127.162275846801,0,26,7,18,0,0,126,0.386571762320696
0,29,4355.5,127.511045655376,266.5,0,8.5,21.5,0,0,182.75,0.421192244453263
