0,1,606.5,0.195307545973367,254,0,3.5,30,0,0,105,0.54193797271315
0,0,617.5,0.585922637920101,41,0,16.5,36,0,0,594,0.539916697238216
0,2,641,1.42041851616994,188,0,5,24,0,0,120,0.462525458615754
0,3,653.5,1.86429930247305,29.5,0,14.5,24.5,0,0,355.25,0.432076259911478
3,0,690,2.9668085106383,300,133,8,13,0,0,104,0.330979179300936
0,4,697.5,3.42675967025999,199.5,0,6.5,23.5,0,0,152.75,0.451023514460036
2,0,747.5,3.45109489051095,252,150,4.5,29,0,0,130.5,0.525054632427858
2,1,764.5,4.04671532846715,115,150,10.5,36,0,0,378,0.574487579507317
0,5,737.5,4.84717818642993,133.5,0,5.5,18.5,0,0,101.75,0.396230761286795
0,6,783.5,6.48065948002536,193.5,0,3.5,42.5,0,0,148.75,0.686527132040373
2,2,948.5,10.4934306569343,259,150,12.5,24,0,0,300,0.434398580304053
2,3,979.5,11.5795620437956,186.5,150,13.5,48.5,0,0,654.75,0.681462559517552
0,7,938,11.9670259987318,259,0,14,25,0,0,350,0.439156594614737
3,1,988.5,13.6365957446809,300,27,61.5,16,0,0,984,0.252703169547619
0,8,1010,14.5237793278377,253.5,0,4,29.5,0,0,118,0.533463397604292
0,9,1130,18.7850348763475,174.5,0,14,24.5,1,1,343,0.433979958380495
2,4,1193,19.0598540145985,168.5,150,25,54.5,1,1,1362.5,0.645909212738741
0,10,1217.5,21.8922003804692,240,0,5.5,42,0,0,231,0.669158000118967
0,11,1346.5,26.4730500951173,221,0,3.5,36,2,1,126,0.613897292415678
0,13,1363.5,27.0767279644895,36,0,12.5,30,0,0,375,0.498691444801238
0,12,1371,27.3430564362714,248.5,0,26,50.5,0,0,1313,0.605761171698579
0,14,1374,27.4495878249841,248.5,0,23,50.5,0,0,1161.5,0.629326797516043
2,5,1435,27.5386861313869,138.5,150,12,36.5,2,1,438,0.571229337440613
2,6,1436,27.5737226277372,17.5,150,9,12.5,0,0,112.5,0.324281280671678
1,0,1439.5,27.7126099706745,0,216,25.5,78,0,0,1989,0.800216794897203
2,7,1445,27.8890510948905,66,150,7,36,0,0,252,0.594344365086212
3,2,1392,28.0595744680851,300,30.5,8,26.5,0,0,212,0.47995929872218
2,8,1480,29.1153284671533,49.5,150,9,28.5,0,0,256.5,0.498483148987243
0,15,1421,29.1185795814838,261,0,22,39,0,0,858,0.53528907022882
1,1,1498.5,29.7888563049853,0,219,28.5,80,0,0,2280,0.785139318197608
2,9,1512,30.236496350365,34,150,8,21,0,0,168,0.417207801130909
3,3,1473.5,30.9727659574468,300,44,13.5,13,0,0,175.5,0.321726181952047
2,10,1578,32.5489051094891,138,150,5,24,0,0,120,0.462525458615754
0,16,1556.5,33.9302473050095,29,0,11.5,24,0,0,276,0.438128528640894
3,4,1564.5,34.2255319148936,300,70.5,14.5,38.5,3,1,558.25,0.577155312983092
2,11,1675,35.9474452554745,222.5,150,13,48.5,3,1,630.5,0.684914878576588
0,17,1619,36.149651236525,16.5,0,13,12.5,0,0,162.5,0.317906199230794
0,18,1680,38.3157894736842,29.5,0,7,23.5,0,0,164.5,0.449188870381475
0,19,1703.5,39.1502853519341,17,0,14.5,11,0,0,159.5,0.302166601689481
0,20,1721,39.7717184527584,227,0,7,18,4,1,126,0.386571762320696
2,12,1801.5,40.3795620437956,174.5,150,12.5,36.5,4,1,456.25,0.568324006845556
0,21,1745.5,40.6417247939125,262.5,0,5.5,18.5,0,0,101.75,0.396230761286795
1,2,2029,48.4574780058651,0,25.5,7,18.5,0,0,129.5,0.39214381945203
0,22,2000.5,49.6968928344959,215,0,9.5,18,5,1,171,0.380031181650498
1,3,2116.5,51.5366568914956,0,30.5,11.5,24.5,6,1,281.75,0.443526610631155
2,13,2123.5,51.6613138686131,187,150,19.5,49,5,1,955.5,0.642966503882403
2,14,2132.5,51.9766423357664,90,150,6.5,24,6,1,156,0.456875100828539
0,23,2077,52.4134432466709,58.5,0,14,18.5,0,0,259,0.373278698047051
0,24,2089.5,52.857324032974,251,0,3.5,30,0,0,105,0.54193797271315
0,25,2103,53.3367152821814,263,0,8,18,0,0,144,0.383950469503297
2,15,2277.5,57.0569343065693,84,150,13.5,30,0,0,405,0.493875604226922
0,26,2490.5,67.0970196575777,88.5,0,16.5,35.5,7,1,585.75,0.534897081096725
3,5,2493,67.4144680851064,300,76,20,32,8,1,640,0.481575034692595
2,16,2611.5,68.7591240875912,241,150,9.5,43,0,0,408.5,0.654685524466972
1,4,2620,69.2551319648094,0,61.5,9,19.5,0,0,175.5,0.397564684593539
