"x","y","z","var_x","var_y","cov","n","labels","surface","idx","matching","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over"
2024.939,345.319598085175,360.7425,21.434,72.898,15.193,33,1,2,1,1,0,0,0,0,0
2036.476,428.952,491.745,148.108,416.552,151.312,84,1,0,5,1,0,2,470.523,491.745,185.345558793172
3315.306,268.381207755791,360.252,27.933,104.993,29.664,36,1,2,5,2,0,0,0,0,0
3352.784,204.834,437.811,24.785,166.269,25.541,37,1,1,5,2,0,0,0,0,0
3576.677,392.211000323549,360.3,27.759,102.583,23.09,31,1,2,6,3,0,0,0,0,0
3605.98,462.96,491.65,63.163,139.835,43.999,50,1,0,10,3,0,2,470.957,491.65,599.178749895858
3878.294,395.316536313014,351.221,32.612,174.114,3.676,51,1,2,7,4,0,0,0,0,0
3889.738,470.92,461.39703572893,20.198,119.868,1.272,42,1,3,9,4,0,2,470.92,483.042,18.0744521311723
4101.157,448.152749515966,342.4465,18.015,224.255,21.885,51,1,2,8,5,0,4,470.931,342.4465,24.4439533746568
4105.457,470.932,373.539887024762,33.491,115.173,19.615,35,1,3,10,5,0,0,0,0,0
4293.043,257.478405665238,331.91,28.042,159.037,34.762,47,1,2,9,6,0,0,0,0,0
4328.886,204.897,376.143,23.751,133.597,26.34,35,1,1,6,6,0,0,0,0,0
4401.755,347.603155455136,324.146,107.391,251.708,84.124,94,1,2,10,7,0,0,0,0,0
4425.939,369.891,459.862,240.399,358.476,199.365,165,1,0,11,7,0,0,0,0,0
