"x","y","var_x","var_y","cov","n","labels","surface","idx","matching"
2024.939,340.091,21.434,72.898,15.193,33,1,2,1,1
2036.476,428.952,148.108,416.552,151.312,84,1,0,5,1
2445,234.093,95.667,60.086,40.548,43,1,0,6,0
2630.864,240.661,22.154,215.711,18.16,59,1,2,2,0
3315.306,410.25,27.933,104.993,29.664,36,1,2,5,2
3352.784,437.811,24.785,166.269,25.541,37,1,1,5,2
3576.677,284.871,27.759,102.583,23.09,31,1,2,6,3
3605.98,462.96,63.163,139.835,43.999,50,1,0,10,3
3878.294,283.078,32.612,174.114,3.676,51,1,2,7,4
3889.738,379.286,20.198,119.868,1.272,42,1,3,9,4
4101.157,229.843,18.015,224.255,21.885,51,1,2,8,5
4105.457,458.943,33.491,115.173,19.615,35,1,3,10,5
4293.043,419.468,28.042,159.037,34.762,47,1,2,9,6
4328.886,376.143,23.751,133.597,26.34,35,1,1,6,6
4401.755,328.415,107.391,251.708,84.124,94,1,2,10,7
4425.939,369.891,240.399,358.476,199.365,165,1,0,11,7
