"x","y","var_x","var_y","cov","n","labels","surface","idx","matching"
1025.765,163.314,20.384,261.42,-0.605,51,1,2,1,0
1142.708,300.667,34.339,309.376,72.433,48,1,0,1,0
1211.086,156.621,144.434,918.389,195.611,198,1,2,2,0
1249.435,167.378,115.758,688.08,-84.16,193,1,0,2,1
1263.739,163.892,96.48,809.274,52.783,176,1,2,3,0
1280.232,544.192,136.293,987.633,-230.67,177,1,1,1,1
1448,343.694,7.257,346.333,19.286,36,1,0,4,0
1680.26,175.986,57.306,229.708,-19.482,73,1,0,11,2
1709.939,416.443,60.042,867.218,-23.473,131,1,1,8,2
1832.315,421.969,97.582,588.774,98.266,130,1,2,9,0
1979.8,248.14,32.939,250.286,36.11,50,1,0,13,3
1982.911,389.518,44.846,223.163,39.72,56,1,2,10,3
2043.104,241.822,44.44,1293.567,8.957,163,1,0,14,4
2067.434,382.905,267.465,1453.036,260.015,380,1,2,11,4
2148.588,254.5,14.068,248.864,-33.758,34,1,0,15,0
2262.649,355.342,77.168,385.094,60.369,114,1,0,16,5
2284.407,170,122.538,1181.057,-173.04,177,1,2,12,5
2355.093,445.198,39.497,440.655,57.723,86,1,0,17,6
2363.283,446.132,20.822,321.309,2.866,53,1,3,31,6
2624.302,370.132,79.298,377.849,93.531,106,1,0,18,7
2633.966,155.176,114.645,709.819,-3.62,148,1,2,17,7
2637.821,145.375,139.461,701.139,6.185,240,1,0,19,8
2668.743,568.787,392.092,708.162,-86.382,343,1,1,14,8
3029.383,335.809,36.372,254.506,60.314,47,1,2,22,0
3174.682,535.818,19.524,229.873,-2.571,44,1,0,20,0
3180.712,280.288,87.917,1747.261,-190.466,236,1,0,21,9
3180.899,361.071,32.305,2274.423,25.186,169,1,2,23,0
3211.343,365.301,80.479,2700.078,133.921,286,1,2,24,9
3288.673,521.308,48.505,459.536,40.555,107,1,0,22,10
3297.574,365.694,68.714,445.093,-13.739,108,1,3,40,10
3617.308,166.142,78.976,801.42,50.194,169,1,2,32,0
3932.548,312.419,8.189,267.718,19.729,31,1,0,29,0
4050.659,340.707,28.63,180.962,19.598,41,1,0,30,0
4066.804,249.446,30.852,245.924,-1.074,56,1,2,33,0
4254.809,197.978,50.747,387.84,-48.254,89,1,0,31,11
4258.145,457.638,38.067,346.47,-44.594,69,1,1,31,11
4405.814,335.771,40.182,413.309,76.653,70,1,0,34,12
4408.46,310.967,111.27,607.214,117.344,150,1,2,38,12
