"x","y","var_x","var_y","cov","n","labels","surface","idx","matching"
1129.571,424.429,87.015,518.807,-69.279,126,1,1,3,1
1135.411,370.832,51.585,397.163,10.442,95,1,2,1,1
1152.482,273.946,31.854,387.797,67.444,56,1,2,2,2
1157.045,410.748,54.152,1080.663,44.302,111,1,0,5,2
1334.438,292.438,19.673,151.222,22.415,32,1,2,3,0
1336.418,290.99,59.009,395.783,-9.924,98,1,0,8,0
1362.276,457.936,51.582,821.725,-50.679,156,1,2,4,0
1565.444,131.917,12.483,338.707,29.095,36,1,0,13,0
1593.196,442.574,252.651,360.965,-79.29,204,1,1,18,0
1606.893,392.357,75.843,67.943,-3.07,56,1,1,19,0
1607.869,421.82,101.423,1231.128,-36.802,244,1,2,7,0
1646.479,276.957,65.457,459.74,99.601,94,1,2,8,3
1648.234,449.969,61.23,182.38,-26.135,64,1,0,14,3
1886.245,326.245,36.98,224.855,51.085,49,1,2,9,4
1889.456,221.511,64.341,442.118,-38.269,90,1,0,16,4
2075.832,234.42,59.802,854.008,94.181,119,1,2,10,5
2082.2,522.386,338.573,994.125,-221.077,355,1,1,25,6
2087.735,239.588,29.291,73.947,-15.324,34,1,3,15,5
2089.022,367.772,58.111,679.925,-3.21,136,1,2,11,6
2108.43,126.29,20.934,1886.632,-10.469,100,1,2,12,0
2266.674,475.848,193.497,73.735,-23.896,92,1,1,30,0
2267.975,383.574,35.809,812.594,-45.374,122,1,2,13,0
2301.057,274.448,26.38,747.343,-41.107,87,1,0,19,0
2416.701,131.239,20.243,1175.306,21.209,67,1,2,14,0
2420.75,305.838,54.041,245.242,57.392,68,1,2,15,0
2580.312,369.753,67.665,242.557,-37.909,77,1,0,22,7
2592.082,129.118,77.472,1242.933,116.168,170,1,2,17,7
2723.189,165.108,14.491,205.932,-12.604,37,1,0,23,0
2934.243,143.665,82.969,2356.048,157.946,251,1,2,18,8
2953.13,479.981,55.473,48.132,18.908,54,1,3,24,8
2969.729,294.065,80.162,489.703,-50.925,107,1,0,27,0
3029.727,428.477,30.761,141.79,1.063,44,1,0,28,0
3052.706,546.311,213.001,1053.933,-260.833,228,1,1,36,0
3211.686,368.971,17.398,591.911,-60.097,35,1,2,20,0
3234.66,297.736,13.921,627.544,-26.418,53,1,2,21,0
3248,109.906,15.677,191.894,-1.806,32,1,0,29,0
3255.935,357.543,26.551,200.254,-18.608,46,1,0,30,0
3271.083,194,38.821,171.771,-55.486,36,1,0,31,0
3281.959,590.991,1190.874,616.943,-188.632,444,1,1,39,0
3296.829,395.568,24.052,1132.975,-6.638,111,1,2,22,9
3320.644,363.096,38.482,425.449,-15.451,73,1,0,32,9
3367.361,260.833,7.494,824.543,55.433,36,1,2,23,0
3474.682,125.076,122.242,7319.606,509.256,488,1,2,28,10
3494.219,226.543,107.505,600.236,-33.999,151,1,0,38,10
3560,381.217,8.576,1066.986,15.915,60,1,2,29,0
3628.886,217.571,16.634,250.84,29.891,35,1,0,40,0
3725.603,510.534,52.7,258.464,-81.083,58,1,1,48,0
3760.063,600.909,970.064,732.727,135.807,504,1,1,49,0
3768.781,293.863,43.84,874.787,142.858,73,1,2,31,11
3770.171,393.39,47.095,69.294,4.407,41,1,3,31,11
3771.956,514.111,86.998,242.828,-112.79,45,1,1,50,0
3807.977,284.419,9.595,471.725,29.248,43,1,2,32,12
3808.735,135.02,93.47,676.13,-84.926,147,1,0,41,0
3841.888,366.079,39.487,527.391,-25.127,89,1,0,42,12
3935.677,346.774,11.026,644.047,-42.409,31,1,2,33,0
4054.839,329.516,59.673,29.858,-15.947,31,1,3,32,0
4104.6,308.829,15.6,203.852,14.724,35,1,2,34,0
4128.975,376.075,22.179,236.379,15.746,40,1,2,35,13
4134.036,598.781,459.497,666.714,-127.749,384,1,1,53,13
4183.736,203.111,42.056,435.931,77.875,72,1,0,43,0
4358.691,613.147,137.351,64.903,36.837,68,1,1,57,0
4367.844,401.68,64.843,653.277,86.908,122,1,2,36,0
4480.491,281.93,19.826,581.031,2.321,57,1,0,49,0
