"x","y","z","var_x","var_y","cov","n","labels","surface","idx","matching","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","segments"
1129.571,92.989,424.429,87.015,518.807,-69.279,126,1,1,3,1,0,0,0,0,0,1
1135.411,232.652128025435,300.2055,51.585,397.163,10.442,95,1,2,1,1,0,0,0,0,0,1
1152.482,330.174405645625,301.3525,31.854,387.797,67.444,56,1,2,2,2,0,0,0,0,0,1
1157.045,410.748,562.977,54.152,1080.663,44.302,111,1,0,5,2,0,0,0,0,0,1
1646.479,341.981544352145,323.7895,65.457,459.74,99.601,94,1,2,8,3,0,0,0,0,0,2
1648.234,449.969,584.056,61.23,182.38,-26.135,64,1,0,14,3,0,0,0,0,0,2
1886.245,298.659169764928,326.2415,36.98,224.855,51.085,49,1,2,9,4,0,0,0,0,0,3
1889.456,221.511,587.895,64.341,442.118,-38.269,90,1,0,16,4,0,0,0,0,0,3
2075.832,391.817034202103,326.9775,59.802,854.008,94.181,119,1,2,10,5,0,0,0,0,0,4
2082.2,107.079,522.386,338.573,994.125,-221.077,355,1,1,25,6,0,1,107.079,589.078,262.189119344248,4
2087.735,555.892,569.445614068771,29.291,73.947,-15.324,34,1,3,15,5,0,2,555.892,589.239,15.2199703427659,4
2089.022,258.242338308696,327.6105,58.111,679.925,-3.21,136,1,2,11,6,0,0,0,0,0,4
2580.312,369.753,609.184,67.665,242.557,-37.909,77,1,0,22,7,0,0,0,0,0,5
2592.082,496.729543038884,355.476,77.472,1242.933,116.168,170,1,2,17,7,0,4,560.555,355.476,56.3946836010186,5
2934.243,485.597001169969,379.5515,82.969,2356.048,157.946,251,1,2,18,8,0,4,566.455,379.5515,55.8577006631906,6
2953.13,566.876,383.39512445964,55.473,48.132,18.908,54,1,3,24,8,4,0,566.876,368.378,66.6750236586321,6
3296.829,234.210086804087,374.5775,24.052,1132.975,-6.638,111,1,2,22,9,0,0,0,0,0,7
3320.644,363.096,624.497,38.482,425.449,-15.451,73,1,0,32,9,0,0,0,0,0,7
3474.682,506.500809671111,377.0805,122.242,7319.606,509.256,488,1,2,28,10,0,4,565.62,377.0805,174.383179188017,8
3494.219,226.543,626.153,107.505,600.236,-33.999,151,1,0,38,10,0,0,0,0,0,8
3768.781,343.647370552216,391.042,43.84,874.787,142.858,73,1,2,31,11,0,0,0,0,0,9
3770.171,569.24,519.092162288647,47.095,69.294,4.407,41,1,3,31,11,0,0,0,0,0,9
3807.977,354.233820135845,393.9385,9.595,471.725,29.248,43,1,2,32,12,0,0,0,0,0,9
3841.888,366.079,639.843,39.487,527.391,-25.127,89,1,0,42,12,0,0,0,0,0,9
4128.975,265.194188797601,400.522,22.179,236.379,15.746,40,1,2,35,13,0,0,0,0,0,10
4134.036,121.1695,598.781,459.497,666.714,-127.749,384,1,1,53,13,0,1,121.1695,642.334,844.708175617663,10
