"x","y","var_x","var_y","cov","n","labels","surface","idx","matching"
1867.121,352.55,132.956,431.746,140.127,140,1,2,1,1
1890.105,435.915,160.186,350.276,85.68,153,1,0,1,1
1993.41,438.482,88.611,163.18,68.373,83,1,2,2,2
2020.405,254.155,84.581,184.036,42.539,84,1,0,3,2
2056.6,330.646,64.431,148.232,63.356,65,1,2,3,0
2666.294,275.485,228.819,564.33,239.738,204,1,2,7,3
2702.72,446.839,75.921,284.115,18.672,93,1,3,7,3
2718.242,447.79,32.678,325.185,19.396,62,1,2,9,4
2725.415,246.486,372.875,690.814,-90.015,381,1,0,15,4
2853.518,237.402,158.072,399.738,30.592,112,1,2,11,0
3064.258,318.323,37.665,70.426,0.014,31,1,2,18,0
3203.425,410.825,38.251,160.917,-16.206,40,1,2,20,0
3219.353,379.975,3801.492,3421.916,104.961,2306,1,0,19,5
3228.909,292.806,423.237,2286.264,731.608,372,1,2,23,5
3264.603,415.948,3285.871,1541.166,521.608,1443,1,3,15,5
3278.26,277.719,75.907,2027.803,12.723,281,1,2,24,0
3333.522,441.247,101.159,497.484,-8.519,186,1,2,25,6
3338.507,264.301,181.669,1598.183,247.513,355,1,2,26,7
3354.323,328.923,32.785,235.697,39.4,65,1,2,27,8
3368.877,396.219,105.295,329.607,5.517,146,1,1,1,6
3394.194,476.214,158.57,211.503,-21.64,103,1,3,16,7
3412.881,428.625,308.613,1985.06,-167.881,379,1,3,17,8
3584.366,437.376,35.214,571.577,-48.029,101,1,2,28,0
3585.726,317.321,73.864,194.558,36.908,84,1,2,29,9
3608.293,410.111,367.382,707.162,-100.974,413,1,0,20,9
3685.424,260.941,201.663,537.794,128.785,238,1,2,32,10
3714.788,402.101,52.046,376.826,26.46,99,1,2,33,11
3744.479,414.078,313.85,1204.724,-52.577,461,1,3,21,10
3747.17,447.73,106.185,476.97,-52.168,141,1,1,2,11
3782.595,333.27,36.026,159.536,42.39,37,1,2,34,0
3818.732,378.471,109.287,422.866,28.101,157,1,0,21,12
3825.315,247.725,109.123,456.376,102.263,149,1,2,35,12
3898.206,481.029,35.926,93.423,13.357,34,1,3,23,0
3925.468,227.712,231.758,317.119,-99.408,139,1,2,39,0
4019.775,484.7,42.384,97.446,1.315,40,1,3,24,0
4031.69,309.353,760.028,2397.603,68.105,912,1,2,42,0
4097.214,431.008,316.648,351.727,-115.084,243,1,0,22,14
4107.736,220.264,45.044,191.467,-15.41,53,1,2,43,14
4136.51,241.833,103.466,625.564,-89.271,192,1,0,23,0
4168.32,446.12,49.977,109.944,16.002,50,1,0,24,0
4190.919,378.895,54.64,319.789,-1.95,86,1,3,25,15
4194.067,439.822,30.836,175.922,-18.647,45,1,0,25,15
4348.59,347.951,27.946,233.614,-15.32,61,1,0,26,0
4352.447,457.632,19.767,350.347,-16.804,38,1,3,26,0
4387.317,412.78,56.417,349.606,-2.016,82,1,0,27,0
4482.302,401.351,128.49,689.931,99.366,202,1,0,28,0
