"x","y","z","var_x","var_y","cov","n","labels","surface","idx","matching","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over"
1867.121,336.285831681551,363.992,132.956,431.746,140.127,140,1,2,1,1,0,0,0,0,0
1890.105,435.915,502.652,160.186,350.276,85.68,153,1,0,1,1,0,2,473.07,502.652,323.186074351984
1993.41,245.915080747594,364.4235,88.611,163.18,68.373,83,1,2,2,2,0,0,0,0,0
2020.405,254.155,500.581,84.581,184.036,42.539,84,1,0,3,2,0,0,0,0,0
2666.294,399.134049003003,366.2455,228.819,564.33,239.738,204,1,2,7,3,0,4,460.016,366.2455,40.4186907519384
2702.72,460.316,422.303554252041,75.921,284.115,18.672,93,1,3,7,3,0,0,0,0,0
2718.242,226.647687638233,365.7625,32.678,325.185,19.396,62,1,2,9,4,3,0,194.885,365.7625,31.6052364448492
2725.415,246.486,496.406,372.875,690.814,-90.015,381,1,0,15,4,1,0,203.676,496.406,742.270330237511
3219.353,379.975,495.416,3801.492,3421.916,104.961,2306,1,0,19,5,0,2,460.129,495.416,17888.5203393042
3228.909,376.438472449805,362.792,423.237,2286.264,731.608,372,1,2,23,5,0,4,460.081,362.792,331.068477193863
3264.603,459.893,440.981538886459,3285.871,1541.166,521.608,1443,1,3,15,5,4,2,459.893,495.375,18316.9443285369
3333.522,226.323129268543,362.4065,101.159,497.484,-8.519,186,1,2,25,6,3,0,195.566,362.4065,246.46931783954
3338.507,403.181543804416,362.39,181.669,1598.183,247.513,355,1,2,26,7,0,4,459.437,362.39,296.136497808394
3354.323,338.275956624578,362.339,32.785,235.697,39.4,65,1,2,27,8,0,0,0,0,0
3368.877,195.965,396.219,105.295,329.607,5.517,146,1,1,1,6,3,0,195.965,367.376,246.796319019526
3394.194,459.025,378.081084898506,158.57,211.503,-21.64,103,1,3,16,7,4,0,459.025,356.845,513.347665569897
3412.881,458.87,425.278743869821,308.613,1985.06,-167.881,379,1,3,17,8,4,2,458.87,495.524,463.96322446296
3585.726,348.455445715562,362.002,73.864,194.558,36.908,84,1,2,29,9,0,0,0,0,0
3608.293,410.111,495.106,367.382,707.162,-100.974,413,1,0,20,9,0,2,458.935,495.106,533.981329827035
3685.424,405.96542465628,361.821,201.663,537.794,128.785,238,1,2,32,10,0,4,459.32,361.821,213.11017076887
3714.788,265.012973542264,361.7405,52.046,376.826,26.46,99,1,2,33,11,0,0,0,0,0
3744.479,459.512,439.62132779639,313.85,1204.724,-52.577,461,1,3,21,10,4,2,459.512,493.908,629.203391753488
3747.17,196.0675,447.73,106.185,476.97,-52.168,141,1,1,2,11,0,1,196.0675,493.883,74.5881083256742
3818.732,378.471,493.179,109.287,422.866,28.101,157,1,0,21,12,0,0,0,0,0
3825.315,419.807390700876,361.3445,109.123,456.376,102.263,149,1,2,35,12,0,4,459.667,361.3445,158.357807509864
4097.214,431.008,489.631,316.648,351.727,-115.084,243,1,0,22,14,0,2,459.49,489.631,637.347222867912
4107.736,446.439682142449,359.6815,45.044,191.467,-15.41,53,1,2,43,14,0,4,459.463,359.6815,174.817558263262
4190.919,459.196,468.346823651524,54.64,319.789,-1.95,86,1,3,25,15,0,2,459.196,488.003,180.587217112701
4194.067,439.822,487.943,30.836,175.922,-18.647,45,1,0,25,15,0,2,459.184,487.943,52.2838080491272
