"x","y","var_x","var_y","cov","n","labels","surface","idx","matching"
1763.213,345.033,73.17,187.632,1.01,61,1,0,1,0
1819.264,220.843,161.079,215.95,13.559,121,1,0,2,1
1841.806,444.71,19.295,95.08,-6.758,31,1,0,3,0
1845.141,416.812,86.394,972.488,43,192,1,1,1,1
1955.326,406.284,104.243,204.823,-23.977,95,1,0,4,0
1959.064,228.449,86.84,186.796,9.283,78,1,0,5,2
2000.345,438.418,27.119,256.026,24.742,55,1,1,2,2
2222.642,213.774,131.734,93.409,-0.39,53,1,0,6,0
2269.914,332.371,36.963,48.652,-0.261,35,1,2,1,3
2271.3,346.2,97.865,186.829,-6.814,70,1,0,7,3
2525.589,401.518,45.083,132.472,13.58,56,1,2,2,0
2577.907,456.629,121.648,230.09,71.392,97,1,2,3,4
2580.615,273.59,77.446,413.347,6.72,117,1,0,8,4
2602.402,464.935,35.364,467.051,-26.699,92,1,3,3,0
2725.163,214.105,145.432,83.883,1.112,86,1,0,9,5
2767.714,484.524,230.956,101.713,25.901,105,1,1,3,5
2810.47,439.161,340.565,472.966,145.557,249,1,0,10,6
2844.74,223.875,245.058,114.342,-15.486,96,1,2,4,6
2867.635,461.182,91.662,565.864,106.74,148,1,3,4,6
2966.893,433.214,157.004,557.908,-3.108,131,1,2,5,7
2968.774,312.862,201.429,332.044,90.127,159,1,0,12,7
3179.835,371.157,101.79,374.673,78.574,127,1,0,18,8
3188.078,332.656,71.668,254.61,35.375,90,1,2,9,8
3485.632,432.395,132.907,233.037,56.66,114,1,0,21,9
3493.478,232.145,177.069,311.322,100.828,138,1,2,11,9
3662,430,20.579,335.368,6.895,39,1,0,22,0
3831.384,365.818,252.979,510.809,168.42,198,1,0,23,10
3831.5,328.012,68.278,114.443,7.93,80,1,2,16,10
4193.656,379.978,108.071,292.179,33.711,90,1,0,25,11
4202.639,280.694,33.152,147.533,11.258,36,1,2,19,11
4259.598,300.598,134.655,555.909,135.56,127,1,0,26,0
4330.908,347.283,122.945,413.489,93.026,152,1,0,28,12
4343.807,316.008,92.632,367.941,-12.397,119,1,2,20,12
