"x","y","z","var_x","var_y","cov","n","labels","surface","idx","matching","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over","segments"
1819.264,220.843,477.279,161.079,215.95,13.559,121,1,0,2,1,1,0,205,477.279,1322.30663268615,1
1845.141,206.179,416.812,86.394,972.488,43,192,1,1,1,1,3,1,206.179,478.429,59.8235829107361,1
1959.064,228.449,482.83,86.84,186.796,9.283,78,1,0,5,2,1,0,205,482.83,219.87099402549,2
2000.345,207.2555,438.418,27.119,256.026,24.742,55,1,1,2,2,0,0,0,0,0,2
2269.914,353.006179354897,362.684,36.963,48.652,-0.261,35,1,2,1,3,0,0,0,0,0,3
2271.3,346.2,491.347,97.865,186.829,-6.814,70,1,0,7,3,0,0,0,0,0,3
2577.907,229.867320713134,367.136,121.648,230.09,71.392,97,1,2,3,4,3,0,216.617,367.136,1107.56773919659,4
2580.615,273.59,494.953,77.446,413.347,6.72,117,1,0,8,4,0,0,0,0,0,4
2725.163,214.105,494.7,145.432,83.883,1.112,86,1,0,9,5,1,0,205,494.7,1014.6914014063,5
2767.714,209.091,484.524,230.956,101.713,25.901,105,1,1,3,5,0,1,209.091,494.851,1677.91688593156,5
2810.47,439.161,495.074,340.565,472.966,145.557,249,1,0,10,6,0,2,470.665,495.074,2485.30154923343,5
2844.74,459.017189433757,363.8855,245.058,114.342,-15.486,96,1,2,4,6,0,4,470.635,363.8855,1586.67030312943,5
2867.635,470.616,399.694912788967,91.662,565.864,106.74,148,1,3,4,6,4,0,470.616,363.22,103.890650202239,5
2966.893,248.311306498833,363.3835,157.004,557.908,-3.108,131,1,2,5,7,3,0,211.002,363.3835,341.141913065389,5
2968.774,312.862,496.397,201.429,332.044,90.127,159,1,0,12,7,0,0,0,0,0,5
3179.835,371.157,499.246,101.79,374.673,78.574,127,1,0,18,8,0,0,0,0,0,6
3188.078,346.454688499475,363.051,71.668,254.61,35.375,90,1,2,9,8,0,0,0,0,0,6
3485.632,432.395,507.348,132.907,233.037,56.66,114,1,0,21,9,0,2,470.022,507.348,159.095195904027,7
3493.478,442.967632323653,363.0045,177.069,311.322,100.828,138,1,2,11,9,0,4,470.01,363.0045,714.97821264402,7
3831.384,365.818,499.789,252.979,510.809,168.42,198,1,0,23,10,0,0,0,0,0,8
3831.5,348.968594531129,363.54,68.278,114.443,7.93,80,1,2,16,10,0,0,0,0,0,8
4193.656,379.978,496.334,108.071,292.179,33.711,90,1,0,25,11,0,0,0,0,0,9
4202.639,394.613134034301,365.2325,33.152,147.533,11.258,36,1,2,19,11,0,0,0,0,0,9
4330.908,347.283,495.426,122.945,413.489,93.026,152,1,0,28,12,0,0,0,0,0,10
4343.807,357.785956964182,366.402,92.632,367.941,-12.397,119,1,2,20,12,0,0,0,0,0,10
