"x","y","z","var_x","var_y","cov","n","labels","surface","idx","matching","boundary_axis_idx1","boundary_axis_idx2","yaxis","zaxis","area_over"
1845.114,570.706,380.453610621449,156.805,811.261,-78.596,237,1,3,11,1,4,0,570.706,338.151,248.545541324085
1865.422,450.876,577.81,108.593,991.913,132.196,225,1,0,4,1,0,0,0,0,0
2045.31,128.2885,455.517,19.095,449.833,27.714,58,1,1,12,2,0,0,0,0,0
2045.915,194.602,579.343,129.77,854.984,198.143,176,1,0,5,2,1,0,128.844,579.343,21.8913421800195
2072.164,524.455,578.434,20.584,282.919,14.146,55,1,0,6,3,0,0,0,0,0
2072.538,571.591,512.94801387531,18.939,199.989,2.496,39,1,3,15,3,0,0,0,0,0
2544.154,551.394911275835,329.738,35.757,316.215,38.154,65,1,2,11,4,0,4,573.43,329.738,74.6764961824678
2553.978,449.946,563.33,46.329,312.601,14.537,92,1,0,7,4,0,0,0,0,0
2890.438,134.7515,473.921,111.377,1175.605,86.098,240,1,1,15,5,0,1,134.7515,550.861,40.2355102943482
2924.257,252.654,549.228,331.065,1242.401,400.81,381,1,0,8,5,0,0,0,0,0
3251.25,451.910870629026,321.9435,31.642,227.158,-4.902,52,1,2,12,6,0,0,0,0,0
3261.597,365.571,553.523,49.059,391.432,75.694,77,1,0,9,6,0,0,0,0,0
3370.768,129.9435,514.549,49.588,274.177,-13.439,82,1,1,17,7,0,1,129.9435,554.616,10.9864366860016
3378.294,169.908,554.661,82.58,419.01,109.046,109,1,0,10,7,1,0,139.271,554.661,74.4479235804966
3948.84,284.78859576406,314.1075,26.758,532.206,12.293,75,1,2,22,8,0,0,0,0,0
3950.766,311.191,549.353,21.314,229.941,15.437,47,1,0,17,8,0,0,0,0,0
4232.92,125.232,430.908,186.121,384.433,150.423,87,1,1,27,9,0,0,0,0,0
4250.901,252.824,552.948,54.998,622.069,-38.864,131,1,0,19,9,0,0,0,0,0
4415.058,373.563377414662,319.907,42.902,399.804,5.279,86,1,2,23,10,0,0,0,0,0
4423.828,477.547,554.913,33.954,303.236,32.953,64,1,0,21,10,0,0,0,0,0
