"x","y","var_x","var_y","cov","n","labels","surface","idx","matching"
1224.678,373.451,374.659,290.809,7.473,233,1,1,7,1
1226.978,532.896,78.699,356.245,3.892,134,1,2,1,1
1338.194,302.367,110.737,549.669,97.624,139,1,2,2,2
1344.33,332.32,94.264,1098.923,25.946,194,1,0,4,2
1723.734,470.298,161.186,1479.721,-117.213,312,1,0,10,3
1727.867,220.442,126.512,1103.549,122.49,233,1,2,9,3
1740.31,451.162,120.57,567.626,-113.71,142,1,1,20,0
1741.175,374.984,37.146,244.597,-28.465,63,1,1,21,4
1744.542,518.401,81.213,937.76,48.897,192,1,2,10,4
2181.765,217.471,49.317,293.984,72.918,68,1,2,11,0
2196.278,448.499,175.488,3202.381,-311.863,385,1,1,30,5
2202.698,510.453,127.386,1122.802,63.27,265,1,2,12,5
2557.062,409.031,33.615,403.301,40.268,64,1,2,13,0
2895.443,364.508,272.329,2245.164,86.826,465,1,0,16,6
2900.259,287.408,124.283,1152.273,153.239,201,1,2,14,6
3026.121,210.515,21.485,153.508,32.811,33,1,2,15,0
3241.026,145.737,110.233,901.779,74.249,232,1,0,17,7
3270.15,398.55,123.537,492.501,-41.265,160,1,2,17,7
3289.766,454.638,47.574,77.323,-3.043,47,1,3,9,0
3289.974,412.013,64.426,194.573,18.84,76,1,3,10,8
3290.692,485.217,216.89,781.734,113.307,276,1,0,18,8
3306.545,183.914,204.208,686.803,35.105,244,1,2,19,8
3494.161,467.387,19.613,525.061,32.051,62,1,3,15,0
3558.257,511.714,26.314,75.151,1.634,35,1,1,40,0
3727.838,511.054,40.14,73.941,-29.63,37,1,1,41,0
3728.818,477.606,24.466,72.496,6.582,33,1,1,42,0
3759.531,606.867,112.701,343.848,7.036,143,1,3,17,0
3881.725,376.198,181.767,386.798,11.838,167,1,1,43,0
3889.588,629.765,106.647,56.864,-38.359,51,1,3,19,9
3907.978,128.978,32.066,124.733,3.866,46,1,2,26,9
3987.243,373.324,16.634,236.836,29.336,37,1,2,27,0
4058,263.443,46.522,385.468,48.884,70,1,2,28,10
4061.756,425.345,70.576,430.584,-3.161,119,1,0,26,10
4401.821,606.67,214.055,514.13,113.567,218,1,3,25,0
