"x","y","var_x","var_y","cov","n","labels","surface","idx","matching"
1206.731,491.265,190.6,1201.081,-58.074,324,1,0,6,1
1214.72,241.028,87.807,359.292,63.612,107,1,2,3,1
1224.317,534.599,392.97,3374.595,-400.075,694,1,1,3,2
1245.049,494.283,232.233,1578.948,23.907,431,1,2,5,2
1666.236,140.441,70.452,378.09,8.435,127,1,2,10,3
1673.795,572.568,159.176,81.306,7.232,88,1,3,15,3
1698.825,223.875,355.975,1968.638,-266.311,520,1,0,15,4
1706.246,362.104,161.329,667.28,186.051,183,1,2,11,4
1727.542,523.645,88.99,493.036,-11.664,155,1,2,12,5
1733.897,399.828,158.722,207.679,-122.216,87,1,1,16,5
2152.908,504.954,24.585,637.326,22.871,65,1,0,18,0
2235.988,481.363,168.036,3042.032,-272.191,411,1,1,21,0
2254.831,522.017,93,603.768,-34.732,178,1,2,13,6
2266.4,392.175,48.144,51.687,-11.2,40,1,1,22,6
2286.841,203.029,193.318,2269.878,-66.51,415,1,0,19,0
2292.847,163.753,84.13,604.069,57.962,170,1,2,14,7
2299.426,555.386,214.144,341.83,15.952,197,1,3,18,7
2361.119,536.851,28.652,262.917,-2.452,67,1,2,15,8
2363.365,391.712,67.06,61.347,5.107,52,1,1,23,8
2418.057,151.829,65.545,774.155,-21.71,158,1,0,20,0
2422.821,464.808,105.71,479.64,-29.402,156,1,3,19,0
2490.07,540.744,19.162,202.671,3.804,43,1,2,16,0
2562.021,392.128,34.326,426.07,91.889,47,1,2,17,0
2593.494,229.086,59.853,390.055,75.257,81,1,2,18,9
2603.683,523.049,31.572,223.748,-0.509,41,1,0,21,9
2671.562,380.15,54.831,452.306,76.915,80,1,2,19,10
2675.812,231.847,56.059,323.417,45.757,85,1,0,22,10
2912.806,495.083,158.481,903.521,-131.377,217,1,0,23,11
2915.703,216.341,189.934,438.16,128.444,182,1,2,20,11
2947.694,177.204,136.711,1816.706,-143.644,314,1,0,24,12
2952.657,379.581,110.024,979.28,153.647,198,1,2,21,12
3152.734,189.202,61.53,423.774,22.045,109,1,0,25,0
3173.392,150.069,65.726,269.906,-5.7,102,1,2,22,0
3544.633,349.211,157.179,395.307,-5.843,166,1,0,34,0
3547.713,307.361,163.424,1406.063,-94.521,321,1,0,35,13
3555.603,345.965,158.442,1049.086,214.973,229,1,2,29,13
3606.409,526.355,59.51,504.194,50.826,110,1,2,30,14
3612.971,414.951,155.474,159.116,-73.675,102,1,1,42,14
3617.451,236.59,71.737,549.847,84.69,122,1,2,31,15
3626.918,504.959,62.522,694.535,-7.698,122,1,0,37,15
3914.023,266.442,81.811,454.297,131.601,86,1,2,32,16
3922.529,439.02,33.094,186.22,10.509,51,1,0,45,16
4080.624,495.096,92.485,1372.844,-43.365,178,1,0,50,0
4100.517,151.227,220.975,675.119,2.972,211,1,0,51,0
4287.613,575.872,264.033,1076.567,-235.764,313,1,1,48,17
4294.855,478.919,130.185,1608.96,117.792,297,1,2,33,17
4346.034,524.573,60.361,652.523,83.756,117,1,2,34,18
4352.547,443.226,67.753,69.525,17.431,53,1,1,50,0
4358.423,401.099,55.305,174.804,-6.642,71,1,1,51,18
