"x","y","var_x","var_y","cov","n","labels","surface","idx","matching"
1711.764,266.809,51.841,266.747,43.773,89,1,2,1,1
1731.316,412.553,51.368,436.798,-33.22,114,1,3,1,1
1970.257,399.825,200.41,640.45,130.459,257,1,2,2,2
1981.56,441.77,164.884,888.745,-31.316,318,1,1,1,2
2022.233,344.041,493.253,1029.204,-50.141,532,1,0,5,3
2035.541,324.148,141.887,240.606,122.853,122,1,2,5,3
2082.758,264.773,115.098,354.051,121.645,128,1,2,7,4
2109.298,399.515,227.713,600.875,-81.536,299,1,3,4,4
2109.416,399.02,49.685,434.62,42.992,101,1,2,8,5
2124.571,412.078,65.695,162.231,-25.15,77,1,1,2,5
2191.868,230.676,49.639,377.386,49.822,68,1,2,10,0
2509.368,246.274,483.353,830.947,117.824,533,1,0,6,0
2515.795,414.352,39.222,488.851,-44.87,88,1,0,7,0
2575.373,451.386,195.777,237.487,13.186,158,1,0,8,6
2580.217,304.59,114.513,196.635,91.163,83,1,2,14,0
2595.518,395.11,140.883,429.562,-15.815,191,1,3,5,6
2608.87,377.148,66.413,493.934,87.388,115,1,2,15,7
2619.922,413.272,114.184,485.048,-49.269,180,1,1,3,7
2676.197,294.288,67.822,333.47,114.327,66,1,2,20,0
2678.87,449.809,76.027,276.542,-13.315,115,1,0,9,8
2709.264,383.297,56.685,494.033,84.799,91,1,2,21,8
2711.652,381.652,7.51,262.783,-2.672,23,1,3,6,8
2741.182,397.273,6.251,193.255,14.186,22,1,1,5,9
2757.036,286.857,16.925,168.571,27.561,28,1,2,23,0
2759,280.687,63.683,180.681,9.28,83,1,0,10,9
2823.635,239.024,55.434,484.983,49.657,126,1,2,24,11
2848.869,477.557,60.549,161.184,-39.892,61,1,3,7,11
2880.784,380.946,13.008,213.219,-4.984,37,1,2,25,0
2952.658,243.632,13.961,538.563,27.735,38,1,2,27,0
3138.183,222.29,270.345,204.391,-10.637,186,1,0,13,12
3144.939,241.576,283.129,785.079,60.143,363,1,2,30,13
3161.532,455.149,254.534,448.746,-14.77,269,1,1,6,12
3171.39,380.089,139.22,790.723,113.059,213,1,2,32,12
3171.84,465.3,399.321,420.781,-9.17,313,1,3,9,13
3195.448,363.126,359.388,831.161,-196.7,357,1,0,16,13
3281.094,437.516,16.118,449.905,16.887,64,1,2,38,14
3282.723,242.811,161.138,533.247,137.547,206,1,2,39,15
3295.153,355.336,123.028,338.769,-78.552,137,1,0,17,14
3313.887,454.534,85.101,443.569,-66.144,133,1,3,10,15
3384.606,254.752,112.991,247.07,10.335,137,1,0,18,16
3395.368,338.979,109.299,196.17,82.625,95,1,2,41,16
3473.826,392.514,81.793,234.937,-43.595,109,1,0,19,17
3484,288.206,20.303,189.078,31.182,34,1,2,42,17
3793.702,364.792,120.57,348.154,9.267,168,1,0,20,18
3803.927,243.95,186.208,753.014,79.95,301,1,2,45,18
3826.556,450.652,323.01,490.824,-61.319,313,1,3,11,18
3827,323.333,23.486,98.629,15.914,36,1,2,46,0
3915.808,371.192,8.882,177.122,6.158,26,1,2,47,0
4005.812,288.156,8.028,252.717,9.837,32,1,2,49,19
4021.753,267.234,104.767,132.76,38.124,77,1,0,21,19
4024.323,347.903,24.226,193.224,51.332,31,1,2,50,0
4027.258,427.613,40.096,220.372,-33.194,62,1,3,12,20
4054.738,393.655,155.668,480.305,12.592,206,1,0,22,20
4367.296,236.118,252.846,608.433,103.031,287,1,2,51,21
4392.108,411.816,365.89,972.39,-103.786,418,1,1,7,22
4392.527,471.02,240.67,287.58,-3.176,201,1,3,13,21
4394.354,436.773,209.94,535.249,9.53,277,1,2,52,22
4433.349,420.698,233.687,637.339,-96.203,315,1,0,23,23
4448.642,312.902,154.297,301.482,123.563,123,1,2,54,23
