surface,x,y,var_x,var_y,cov,n,idx,z,boundary_axis_idx1,boundary_axis_idx2,yaxis,zaxis,area_over,matching
0,21.39047576,1.929977601,2.639407168,0.098851045,-0.002782005,247,19,0,0,0,0,0,0,1
3,22.27684308,0,2.785877882,0.130079012,0.000530419,663,35,1.010244218,0,2,0,1.5,20.73078932,1
0,22.96259397,4.290068165,0.881485916,0.082016899,0.001045477,122,18,0,0,0,0,0,0,2
2,23.65320867,2.407119727,0.962736873,0.151795681,-0.001505351,182,13,1.5,0,0,0,0,0,2
0,43.06077348,3.983734932,1.073321083,0.059399335,0.000748078,126,15,0,0,0,0,0,0,3
2,44.64135418,2.891073975,1.670471728,0.102381532,-7e-05,188,12,1.5,0,0,0,0,0,3
0,66.2320442,2.954672655,0.956454321,0.077229858,0.000515147,136,10,0,0,0,0,0,0,4
2,67.62517415,4.469561482,1.462999842,0.148876443,0.000221932,230,11,1.5,0,4,5.5,1.5,0.131511247,4
1,87.41602605,5.5,2.215195927,0.064393632,-0.000749418,419,20,0.811202178,0,1,5.5,1.5,0.00307475,6
0,87.4932368,5.254838648,0.765456864,0.043396583,-0.006184793,87,8,0,0,2,5.5,0,6.202306931,6
0,87.51381215,2.65267981,1.193758001,0.098775723,0.000845816,171,7,0,0,0,0,0,0,7
2,89.29017827,4.902879223,1.473634453,0.179543736,0.005801782,247,8,1.5,0,4,5.5,1.5,9.665117762,7
0,101.8290201,5.082948996,0.957777405,0.10080482,0.002022412,152,4,0,0,2,5.5,0,6.828286415,9
1,102.032571,5.5,1.750639848,0.055840281,-0.000476084,344,17,1.171494221,0,1,5.5,1.5,13.10340357,9
0,120.8287293,4.287720146,0.847252843,0.078340742,0.000436598,128,2,0,0,0,0,0,0,10
2,123.5093923,2.714754359,0.960915395,0.077987165,6.05e-05,135,2,1.5,0,0,0,0,0,10
0,124.6077348,2.652315411,0.846512238,0.098730886,0.000226734,144,1,0,0,0,0,0,0,11
2,127.9924839,5.077116803,1.606021628,0.099373974,0.001772864,197,1,1.5,0,4,5.5,1.5,11.81684452,11
3,128.4905432,0,1.76356636,0.007717732,0.000330779,137,4,0.544866471,0,0,0,0,0,11
