surface,x,y,var_x,var_y,cov,n,idx,z,boundary_axis_idx1,boundary_axis_idx2,yaxis,zaxis,area_over,matching
0,21.97790055,3.313810138,1.599529678,0.120706513,7.94e-05,220,12,0,0,0,0,0,0,1
2,23.26808387,3.803099611,1.201538754,0.078149764,0.000530974,151,17,1.5,0,0,0,0,0,1
0,24.46544142,1.983282488,1.231482468,0.080309211,-0.000641988,147,11,0,0,0,0,0,0,2
2,25.95500552,4.835841924,1.081896503,0.060399278,0.00074062,125,16,1.5,0,4,5.5,1.5,0.022737111,2
0,28.0441989,4.826247146,0.980962037,0.098483124,0.000247649,149,10,0,0,2,5.5,0,2.641750839,3
2,29.63535912,2.773152921,1.200821658,0.098992686,0.000105658,170,14,1.5,0,0,0,0,0,3
0,60.06629834,1.561426117,0.772784997,0.009815797,0,44,9,0,0,0,0,0,0,4
0,61.17080052,4.098358558,0.671755762,0.059784365,0.000335411,94,7,0,0,0,0,0,0,5
2,62.35198717,5.200109466,1.090610055,0.061518023,4.99e-05,124,10,1.5,0,4,5.5,1.5,8.745599232,4
2,63.24861878,3.315794295,0.956454321,0.07772246,-0.000313265,136,9,1.5,0,0,0,0,0,5
0,97.46079832,3.680204834,0.754767114,0.042786176,-5.2e-05,89,4,0,0,0,0,0,0,7
2,99.94355322,3.680728067,0.658394424,0.043902475,0.000527065,83,5,1.5,0,0,0,0,0,7
0,122.2209945,3.072708602,0.847252843,0.077061845,0.000673397,128,3,0,0,0,0,0,0,8
2,125.5027624,3.92335001,0.570279622,0.079320375,0.000297757,102,3,1.5,0,0,0,0,0,8
0,125.7653039,5.510773196,0.50345716,0.004049495,-0.004160164,25,2,0,0,2,5.5,0,5.72167544,9
0,125.8143646,1.710008591,0.7232858,0.027462047,-0.007671285,60,1,0,0,0,0,0,0,10
2,127.8895028,1.922916541,1.193758001,0.100117878,0.000762893,171,2,1.5,0,0,0,0,0,9
1,128.2139161,5.5,5.861976847,0.124864237,-0.013702029,946,6,0.912744806,3,1,5.5,1.5,36.74441585,9
2,129.3812155,5.019480914,0.847252843,0.079005546,0.000270099,128,1,1.5,0,4,5.5,1.5,4.389968109,10
