surface,x,y,var_x,var_y,cov,n,idx,z,boundary_axis_idx1,boundary_axis_idx2,yaxis,zaxis,area_over,matching
0,12.12941436,3.74054181,2.788598383,0.205965735,-0.001392587,375,20,0,0,0,0,0,0,1
2,12.62624762,2.64935567,4.281510729,0.353553759,-0.001461082,610,16,1.5,0,0,0,0,0,1
0,47.93370166,1.620591965,1.46798114,0.018973155,-0.001279481,84,15,0,0,0,0,0,0,2
2,49.69758652,5.322602036,1.754968771,0.030364405,-0.007619483,114,10,1.5,0,4,5.5,1.5,16.29298943,2
0,74.39047896,2.123357685,1.811798796,0.173852901,-0.003946784,266,13,0,0,0,0,0,0,3
2,80.9510048,4.704489382,4.593225527,0.278235155,-0.001952503,546,5,1.5,0,4,5.5,1.5,30.02540413,3
0,102.2320442,1.803757795,2.41269231,0.06005435,-0.001089764,189,7,0,0,0,0,0,0,5
3,103.3259669,0,0.65058255,0.008897472,-0.002107547,84,6,1.311965355,0,2,0,1.5,2.933610248,5
0,122.2195532,4.994187543,1.696003968,0.121051504,-0.001295972,207,5,0,0,2,5.5,0,11.36424209,6
2,132.1647612,1.872771427,2.302011748,0.076786919,-0.001176632,202,1,1.5,0,0,0,0,0,6
