surface,x,y,var_x,var_y,cov,n,idx,z,boundary_axis_idx1,boundary_axis_idx2,yaxis,zaxis,area_over,matching
0,11.16976394,5.104274055,1.35578218,0.079097751,0.011204019,132,17,0,0,2,5.5,0,9.653655989,1
1,11.25745856,5.5,1.354762009,0.082102274,-0.00018189,350,62,0.878216424,0,1,5.5,1.5,3.836713008,1
2,21.07678431,3.331137352,1.378010433,0.045077074,0.000145033,98,4,1.5,0,0,0,0,0,2
0,22.53964461,3.503970465,0.312197182,0.025002559,-0.004641831,37,15,0,0,0,0,0,0,2
2,48.01250912,2.908914446,1.255858114,0.058591088,-0.002161953,106,3,1.5,0,0,0,0,0,4
0,48.52440493,3.796517712,0.975158954,0.077036221,-0.000698263,133,11,0,0,0,0,0,0,4
0,63.84530387,1.497852234,0.170408999,0.004077151,0.000144584,14,9,0,0,0,0,0,0,5
3,64.81067241,0,1.074770408,0.031262517,-0.001594727,164,20,1.278004966,0,2,0,1.5,8.749186264,5
0,106.901105,2.236737543,0.570033318,0.019545006,-0.00075003,40,7,0,0,0,0,0,0,7
2,107.7185448,4.964460544,0.537752927,0.032016062,-0.000225401,53,2,1.5,0,0,0,0,0,7
0,111.2945176,5.299426161,1.22848343,0.029035182,0.002267027,78,5,0,0,2,5.5,0,10.54640711,9
1,111.4141981,5.5,4.648763318,0.028734741,0.011983977,398,14,0.660751362,0,0,0,0,0,9
0,125.4159719,4.348840206,0.853991107,0.060795444,1.63e-05,110,2,0,0,0,0,0,0,10
2,132.0662983,2.35603628,1.064143341,0.018560833,-0.000313265,61,1,1.5,0,0,0,0,0,10
