surface,x,y,var_x,var_y,cov,n,idx,z,boundary_axis_idx1,boundary_axis_idx2,yaxis,zaxis,area_over,matching
2,5.171270718,4.471219931,0.40795458,0.010129606,0.000176212,33,15,1.5,0,0,0,0,0,1
0,10.74033149,1.496778351,0.41443005,0.004099414,-0.000134257,22,11,0,0,0,0,0,0,1
2,25.75258228,1.858499552,0.502383136,0.019017217,0.000142558,46,13,1.5,0,0,0,0,0,2
2,25.85635359,3.50128866,0.40795458,0.010271556,0.000176212,33,14,1.5,0,0,0,0,0,3
0,29.38966526,5.456918335,0.441286406,0.011926058,-0.009225414,34,9,0,0,2,5.5,0,4.76801463,2
0,29.5359116,3.012621442,1.071416343,0.098402932,-0.001506009,162,8,0,0,0,0,0,0,3
2,29.5359116,2.774570447,0.479404252,0.029812832,0.00050972,60,11,1.5,0,0,0,0,0,5
2,33.82129929,5.132149345,0.769940455,0.043205045,0.002769145,87,10,1.5,0,4,5.5,1.5,4.029364561,7
0,35.10497238,4.16173016,0.847252843,0.077739322,0.000159099,128,7,0,0,0,0,0,0,5
3,35.67432393,0,0.813877786,0.025667565,0.007818231,171,29,0.700143572,0,0,0,0,0,7
2,57.67955801,4.958046963,0.40795458,0.010201067,5.87e-05,33,8,1.5,0,0,0,0,0,8
3,60.0538674,0,0.740777804,0.013897232,0.002417686,112,22,0.612128422,0,0,0,0,0,8
2,62.75138122,2.594859679,0.481444271,0.018832429,-0.000679852,48,5,1.5,0,0,0,0,0,9
2,66.87292817,5.477949598,0.360945673,0.001536584,-0.008144899,18,4,1.5,0,4,5.5,1.5,3.427581011,10
0,67.42541436,5.508591066,0.41443005,0.004296534,-0.000447522,22,6,0,0,2,5.5,0,4.761164246,9
3,72.19889503,0,0.575982418,0.000820219,0.000559764,26,20,0.489808844,0,0,0,0,0,10
0,73.29281768,4.283509132,1.074754088,0.043130663,-0.000197621,108,5,0,0,0,0,0,0,11
3,77.17127072,0,0.40795458,0.002121837,0.000260529,33,19,1.338686264,0,0,0,0,0,11
2,90.27494312,5.480821708,0.375230951,0.001940923,0.011681804,17,2,1.5,0,4,5.5,1.5,3.374742847,13
3,92.28729282,0,0.40795458,0.002054466,-8.37e-05,33,15,1.391580475,0,2,0,1.5,0.898602116,13
0,102.1245668,2.890285159,1.067601703,0.097901492,-0.00350085,161,3,0,0,0,0,0,0,15
2,108.5966851,3.68279196,1.462109215,0.043151919,-9.02e-05,126,1,1.5,0,0,0,0,0,15
